crystal_id,Binding Energy (kJ/mol/OSDA),Host,Guest SMILES,Guests/Cell,Metric,Parent ID,Substrate Theory,Complex
137446128,-118.08979030768339,EAB,CCCNCCC,3,frz,87640731,DFT,"EAB,CCCNCCC"
137446132,-108.30713046154548,EAB,CCCNCCC,3,MD,87640734,DFT,"EAB,CCCNCCC"
137446132,-88.60227483734913,EAB,CCCNCCC,3,opt,87640734,DFT,"EAB,CCCNCCC"
137446176,-119.99933859112807,EAB,CCN(CC)CC,3,frz,87648804,DFT,"EAB,CCN(CC)CC"
137446176,-102.83736741609471,EAB,CCN(CC)CC,3,MD,87648804,DFT,"EAB,CCN(CC)CC"
137446183,-120.17923827670936,EAB,CCN(CC)CC,4,opt,87648807,DFT,"EAB,CCN(CC)CC"
137447044,-109.08761127944203,EAB,NCCN,4,frz,87645694,DFT,"EAB,NCCN"
137447044,-105.53249909958336,EAB,NCCN,4,opt,87645694,DFT,"EAB,NCCN"
137447139,-92.34431026241813,EAB,NCCN,4,MD,87645695,DFT,"EAB,NCCN"
137368839,-114.40612117337326,GME,CCP(CC)CC,1,frz,83496888,DFT,"GME,CCP(CC)CC"
137368839,-105.59507537482631,GME,CCP(CC)CC,1,opt,83496888,DFT,"GME,CCP(CC)CC"
137353519,-99.56209666005397,GME,CCP(CC)CC,1,MD,83496889,DFT,"GME,CCP(CC)CC"
137445984,-139.83701156137488,GME,CCP(CC)CC,2,frz,137442340,SLC,"GME,CCP(CC)CC"
137445984,-123.48193616842872,GME,CCP(CC)CC,2,MD,137442340,SLC,"GME,CCP(CC)CC"
137445984,-112.4495475550655,GME,CCP(CC)CC,2,opt,137442340,SLC,"GME,CCP(CC)CC"
137440866,-89.00789010716576,GME,C1CN2CCN1CC2,1,MD,83523038,DFT,"GME,C1CN2CCN1CC2"
137330455,-99.28724943528383,GME,C1CN2CCN1CC2,1,frz,83523040,DFT,"GME,C1CN2CCN1CC2"
137330455,-99.20872196641012,GME,C1CN2CCN1CC2,1,opt,83523040,DFT,"GME,C1CN2CCN1CC2"
137444813,-20.785071291997987,GME,C1CN2CCN1CC2,2,frz,137442220,SLC,"GME,C1CN2CCN1CC2"
137444813,99.25024008025238,GME,C1CN2CCN1CC2,2,opt,137442220,SLC,"GME,C1CN2CCN1CC2"
137444813,112.43879237358574,GME,C1CN2CCN1CC2,2,MD,137442220,SLC,"GME,C1CN2CCN1CC2"
137504504,-170.30185252550015,GME,NCCNCCNCCN,1,frz,83494329,DFT,"GME,NCCNCCNCCN"
137504504,-159.65911405296615,GME,NCCNCCNCCN,1,opt,83494329,DFT,"GME,NCCNCCNCCN"
137504504,-133.37666272300865,GME,NCCNCCNCCN,1,MD,83494329,DFT,"GME,NCCNCCNCCN"
139594356,-160.16811172341443,GME,NCCNCCNCCN,1,frz,137442239,SLC,"GME,NCCNCCNCCN"
137447623,-143.92505773005405,GME,NCCNCCNCCN,1,opt,137442240,SLC,"GME,NCCNCCNCCN"
137447623,-132.27135466381498,GME,NCCNCCNCCN,1,MD,137442240,SLC,"GME,NCCNCCNCCN"
137328753,-98.80374897440542,GME,C1CNCCN1,3,frz,83497302,DFT,"GME,C1CNCCN1"
137328753,-89.5863655598693,GME,C1CNCCN1,3,opt,83497302,DFT,"GME,C1CNCCN1"
137443726,-81.95374377098358,GME,C1CNCCN1,3,MD,83497303,DFT,"GME,C1CNCCN1"
137447629,-98.95414803344795,GME,C1CNCCN1,3,frz,137442250,SLC,"GME,C1CNCCN1"
137447629,-85.33519359736674,GME,C1CNCCN1,3,opt,137442250,SLC,"GME,C1CNCCN1"
137447629,-75.32768701641251,GME,C1CNCCN1,3,MD,137442250,SLC,"GME,C1CNCCN1"
137348392,-101.41975019750521,GME,c1ccncc1,3,frz,87639388,DFT,"GME,c1ccncc1"
137348392,-100.95119756337803,GME,c1ccncc1,3,opt,87639388,DFT,"GME,c1ccncc1"
137348392,-91.84322791737523,GME,c1ccncc1,3,MD,87639388,DFT,"GME,c1ccncc1"
137444223,-103.68729984825143,GME,c1ccncc1,3,frz,137442081,SLC,"GME,c1ccncc1"
137444223,-100.96683429528434,GME,c1ccncc1,3,opt,137442081,SLC,"GME,c1ccncc1"
137444224,-92.5453187546556,GME,c1ccncc1,3,MD,137442082,SLC,"GME,c1ccncc1"
137442368,-82.01791620588385,GME,Cc1ncc[nH]1,3,MD,87641450,DFT,"GME,Cc1ncc[nH]1"
137373139,-96.022080534263,GME,Cc1ncc[nH]1,3,frz,87641451,DFT,"GME,Cc1ncc[nH]1"
137373139,-92.49295804110723,GME,Cc1ncc[nH]1,3,opt,87641451,DFT,"GME,Cc1ncc[nH]1"
139607707,-92.63341943423342,GME,Cc1ncc[nH]1,2,frz,137442280,SLC,"GME,Cc1ncc[nH]1"
137447652,-86.6918609198112,GME,Cc1ncc[nH]1,2,opt,137442282,SLC,"GME,Cc1ncc[nH]1"
137447654,-76.13694602709158,GME,Cc1ncc[nH]1,3,MD,137442284,SLC,"GME,Cc1ncc[nH]1"
137357042,-56.75935605917658,GME,CCNC,5,MD,87644562,DFT,"GME,CCNC"
137367937,-58.55398555339626,GME,CCNC,5,frz,87644563,DFT,"GME,CCNC"
137370673,-49.03577745515099,GME,CCNC,5,opt,87644564,DFT,"GME,CCNC"
137447665,-75.09557254340365,GME,CCNC,2,frz,137442298,SLC,"GME,CCNC"
137447665,-62.93100977789428,GME,CCNC,2,opt,137442298,SLC,"GME,CCNC"
137447666,-54.53067813900287,GME,CCNC,2,MD,137442299,SLC,"GME,CCNC"
137448151,-49.94120144832485,GME,CCNCC,5,frz,87649139,DFT,"GME,CCNCC"
137448151,-33.35918395962909,GME,CCNCC,5,MD,87649139,DFT,"GME,CCNCC"
137448151,-23.376632141354804,GME,CCNCC,5,opt,87649139,DFT,"GME,CCNCC"
139594367,-72.23061090301887,GME,CCNCC,2,frz,137442304,SLC,"GME,CCNCC"
137445935,-55.56060408833068,GME,CCNCC,2,MD,137442305,SLC,"GME,CCNCC"
137444826,-44.75642283944391,GME,CCNCC,3,opt,137442307,SLC,"GME,CCNCC"
137448892,-75.043274446838,GME,CCN(C)C,3,frz,87640853,DFT,"GME,CCN(C)C"
137448892,-64.9320908200037,GME,CCN(C)C,3,MD,87640853,DFT,"GME,CCN(C)C"
137448892,-61.73938605573414,GME,CCN(C)C,3,opt,87640853,DFT,"GME,CCN(C)C"
137444828,-65.78033862618982,GME,CCN(C)C,4,frz,137442313,SLC,"GME,CCN(C)C"
137444828,-42.165567458555046,GME,CCN(C)C,4,opt,137442313,SLC,"GME,CCN(C)C"
137445951,-45.2603966401457,GME,CCN(C)C,4,MD,137442315,SLC,"GME,CCN(C)C"
137440964,-75.43035584510434,GME,CN(C)C,4,frz,87646422,DFT,"GME,CN(C)C"
137440964,-74.47104046118196,GME,CN(C)C,4,opt,87646422,DFT,"GME,CN(C)C"
137369260,-65.64185345199753,GME,CN(C)C,4,MD,87646423,DFT,"GME,CN(C)C"
137445958,-62.73772521776554,GME,CN(C)C,3,MD,137442319,SLC,"GME,CN(C)C"
137445960,-72.27532589699335,GME,CN(C)C,3,frz,137442320,SLC,"GME,CN(C)C"
137445960,-70.16993911661774,GME,CN(C)C,3,opt,137442320,SLC,"GME,CN(C)C"
137448886,-84.96054770903535,GME,C[C@@H]1CNC[C@H](C)C1,2,frz,87640361,DFT,"GME,C[C@@H]1CNC[C@H](C)C1"
137448886,-47.02086927549841,GME,C[C@@H]1CNC[C@H](C)C1,2,MD,87640361,DFT,"GME,C[C@@H]1CNC[C@H](C)C1"
137448886,-44.36476112242514,GME,C[C@@H]1CNC[C@H](C)C1,2,opt,87640361,DFT,"GME,C[C@@H]1CNC[C@H](C)C1"
137446040,-73.26046477166213,GME,C[C@@H]1CNC[C@H](C)C1,2,frz,137444008,SLC,"GME,C[C@@H]1CNC[C@H](C)C1"
137446040,-29.345741555294715,GME,C[C@@H]1CNC[C@H](C)C1,2,opt,137444008,SLC,"GME,C[C@@H]1CNC[C@H](C)C1"
137446040,-16.455734106596793,GME,C[C@@H]1CNC[C@H](C)C1,2,MD,137444008,SLC,"GME,C[C@@H]1CNC[C@H](C)C1"
137441005,-95.70850776035749,GON,C1CN2CCN1CC2,1,frz,83517195,DFT,"GON,C1CN2CCN1CC2"
137441005,-80.64923500187678,GON,C1CN2CCN1CC2,1,opt,83517195,DFT,"GON,C1CN2CCN1CC2"
137441005,48.779805548186715,GON,C1CN2CCN1CC2,1,MD,83517195,DFT,"GON,C1CN2CCN1CC2"
137353375,-117.42942486562124,JRY,CCNCC,1,frz,83511737,DFT,"JRY,CCNCC"
137331847,-104.98940994776025,JRY,CCNCC,2,MD,83511739,DFT,"JRY,CCNCC"
137321628,-137.74203844114103,JRY,CCNCC,2,opt,83511741,DFT,"JRY,CCNCC"
137336451,-129.85031952654717,JSW,C1CN2CCN1CC2,3,frz,87646614,DFT,"JSW,C1CN2CCN1CC2"
137336451,-111.93244640455592,JSW,C1CN2CCN1CC2,3,opt,87646614,DFT,"JSW,C1CN2CCN1CC2"
137372602,-102.44676171122734,JSW,C1CN2CCN1CC2,4,MD,87646618,DFT,"JSW,C1CN2CCN1CC2"
137324841,-131.55527051733432,LAU,C1CN2CCN1CC2,2,MD,83512337,DFT,"LAU,C1CN2CCN1CC2"
137324841,-131.36799125233648,LAU,C1CN2CCN1CC2,2,frz,83512337,DFT,"LAU,C1CN2CCN1CC2"
137324841,-126.6504551034792,LAU,C1CN2CCN1CC2,2,opt,83512337,DFT,"LAU,C1CN2CCN1CC2"
137332754,-128.93313847601777,LAU,C1CN2CCC1CC2,2,frz,83609301,DFT,"LAU,C1CN2CCC1CC2"
137332754,-121.75176294982427,LAU,C1CN2CCC1CC2,2,opt,83609301,DFT,"LAU,C1CN2CCC1CC2"
137332754,-121.41109311122432,LAU,C1CN2CCC1CC2,2,MD,83609301,DFT,"LAU,C1CN2CCC1CC2"
137443630,-73.07519294896478,LAU,C1CCNC1,1,MD,83508364,DFT,"LAU,C1CCNC1"
137444135,-109.97080843282706,LAU,C1CCNC1,2,frz,83508368,DFT,"LAU,C1CCNC1"
137444135,-109.45369055819586,LAU,C1CCNC1,2,opt,83508368,DFT,"LAU,C1CCNC1"
137347822,-99.65987161593296,LAU,c1ccncc1,1,MD,83512876,DFT,"LAU,c1ccncc1"
137369102,-105.63533628500257,LAU,c1ccncc1,2,frz,83512880,DFT,"LAU,c1ccncc1"
137369102,-105.58270643975919,LAU,c1ccncc1,2,opt,83512880,DFT,"LAU,c1ccncc1"
137359324,-132.18199268177952,LEV,C1CCCNCC1,5,MD,87639940,DFT,"LEV,C1CCCNCC1"
137449764,-146.74492149057005,LEV,C1CCCNCC1,6,frz,87639944,DFT,"LEV,C1CCCNCC1"
137449764,-141.8437025473015,LEV,C1CCCNCC1,6,opt,87639944,DFT,"LEV,C1CCCNCC1"
137449535,-132.64285553350737,LEV,C1CCCNCC1,6,MD,137443878,SLC,"LEV,C1CCCNCC1"
137449537,-149.26121961252366,LEV,C1CCCNCC1,6,frz,137443880,SLC,"LEV,C1CCCNCC1"
137449537,-142.7416223950338,LEV,C1CCCNCC1,6,opt,137443880,SLC,"LEV,C1CCCNCC1"
137446153,47.50648846982506,LOS,c1ccncc1,3,MD,87641096,DFT,"LOS,c1ccncc1"
137446156,-4.887245296590042,LOS,c1ccncc1,3,frz,87641097,DFT,"LOS,c1ccncc1"
137446156,40.701664747972565,LOS,c1ccncc1,3,opt,87641097,DFT,"LOS,c1ccncc1"
137440834,27.40272090768891,LOS,C1COCCN1,3,frz,87648070,DFT,"LOS,C1COCCN1"
137440834,126.16891007833522,LOS,C1COCCN1,3,opt,87648070,DFT,"LOS,C1COCCN1"
137440834,128.25135245200872,LOS,C1COCCN1,3,MD,87648070,DFT,"LOS,C1COCCN1"
137447011,101.12387111401783,LOS,CCCN,3,MD,87645041,DFT,"LOS,CCCN"
137447012,196.68711101285308,LOS,CCCN,3,opt,87645042,DFT,"LOS,CCCN"
139638072,-7.841345217652574,LOS,CCCN,3,frz,87645043,DFT,"LOS,CCCN"
137447089,58.98883509480999,LOS,CCNCC,3,frz,87647113,DFT,"LOS,CCNCC"
137447089,227.98722798669195,LOS,CCNCC,3,MD,87647113,DFT,"LOS,CCNCC"
137447089,285.2863584626075,LOS,CCNCC,3,opt,87647113,DFT,"LOS,CCNCC"
137449315,8.079796132716009,LOS,CN(C)C,3,frz,87638604,DFT,"LOS,CN(C)C"
137449315,75.7351317311449,LOS,CN(C)C,3,opt,87638604,DFT,"LOS,CN(C)C"
137449315,82.58986951356636,LOS,CN(C)C,3,MD,87638604,DFT,"LOS,CN(C)C"
137447151,-14.79054178994314,LOS,OCCN(CCO)CCO,2,MD,87649149,DFT,"LOS,OCCN(CCO)CCO"
137446236,-79.98774325455962,LOS,OCCN(CCO)CCO,2,frz,87649150,DFT,"LOS,OCCN(CCO)CCO"
137446236,12.399034626146895,LOS,OCCN(CCO)CCO,2,opt,87649150,DFT,"LOS,OCCN(CCO)CCO"
137448831,-183.33556249860925,LTA,C1COCCOCCOCCOCCOCCN1,1,MD,83490077,DFT,"LTA,C1COCCOCCOCCOCCOCCN1"
137448831,-179.21931969773786,LTA,C1COCCOCCOCCOCCOCCN1,1,opt,83490077,DFT,"LTA,C1COCCOCCOCCOCCOCCN1"
137328898,-214.46981110188034,LTA,C1COCCOCCOCCOCCOCCN1,1,frz,83490078,DFT,"LTA,C1COCCOCCOCCOCCOCCN1"
137449549,-221.4656651451599,LTA,C1COCCOCCOCCOCCOCCN1,1,frz,137443892,SLC,"LTA,C1COCCOCCOCCOCCOCCN1"
137449549,-181.13659774145393,LTA,C1COCCOCCOCCOCCOCCN1,1,opt,137443892,SLC,"LTA,C1COCCOCCOCCOCCOCCN1"
137449549,-180.7195773700463,LTA,C1COCCOCCOCCOCCOCCN1,1,MD,137443892,SLC,"LTA,C1COCCOCCOCCOCCOCCN1"
137348569,-101.38975033986141,LTA,C1CCCNCCC1,1,opt,83547844,DFT,"LTA,C1CCCNCCC1"
137443682,-112.53320177119859,LTA,C1CCCNCCC1,2,frz,83547847,DFT,"LTA,C1CCCNCCC1"
137443682,-100.81197849885837,LTA,C1CCCNCCC1,2,MD,83547847,DFT,"LTA,C1CCCNCCC1"
137449559,-114.94233638657414,LTA,C1CCCNCCC1,1,frz,137443905,SLC,"LTA,C1CCCNCCC1"
137449560,-96.8768169753747,LTA,C1CCCNCCC1,1,MD,137443906,SLC,"LTA,C1CCCNCCC1"
137449561,-104.20320522408,LTA,C1CCCNCCC1,1,opt,137443907,SLC,"LTA,C1CCCNCCC1"
137356815,-86.01988845505869,LTA,C1CNCCN1,1,opt,83500750,DFT,"LTA,C1CNCCN1"
137356815,-75.50591430260707,LTA,C1CNCCN1,1,MD,83500750,DFT,"LTA,C1CNCCN1"
137443749,-87.13741515324102,LTA,C1CNCCN1,2,frz,83500752,DFT,"LTA,C1CNCCN1"
137451411,-57.60528455239705,LTA,C1CNCCN1,4,MD,137443957,SLC,"LTA,C1CNCCN1"
139626005,-86.6455272238544,LTA,C1CNCCN1,4,frz,137443960,SLC,"LTA,C1CNCCN1"
139626005,-64.27098747242297,LTA,C1CNCCN1,4,opt,137443960,SLC,"LTA,C1CNCCN1"
137328420,-90.22449626486103,LTA,NC1CCCCC1,1,MD,83508607,DFT,"LTA,NC1CCCCC1"
139628432,-105.67553640943007,LTA,NC1CCCCC1,1,frz,83508608,DFT,"LTA,NC1CCCCC1"
139628432,-104.68724600272698,LTA,NC1CCCCC1,1,opt,83508608,DFT,"LTA,NC1CCCCC1"
137446064,-99.30414401409155,LTA,NC1CCCCC1,1,frz,137443857,SLC,"LTA,NC1CCCCC1"
137446064,-97.0804334314608,LTA,NC1CCCCC1,1,opt,137443857,SLC,"LTA,NC1CCCCC1"
137446064,-88.7458142458643,LTA,NC1CCCCC1,1,MD,137443857,SLC,"LTA,NC1CCCCC1"
137369286,-103.54428095101892,LTA,C1N2CN3CN1CN(C2)C3,1,frz,83494299,DFT,"LTA,C1N2CN3CN1CN(C2)C3"
137369286,-103.3209849845183,LTA,C1N2CN3CN1CN(C2)C3,1,opt,83494299,DFT,"LTA,C1N2CN3CN1CN(C2)C3"
137369286,-87.47114278839202,LTA,C1N2CN3CN1CN(C2)C3,1,MD,83494299,DFT,"LTA,C1N2CN3CN1CN(C2)C3"
137449526,-108.03135082712684,LTA,C1N2CN3CN1CN(C2)C3,1,frz,137443870,SLC,"LTA,C1N2CN3CN1CN(C2)C3"
137449526,-107.53305627276747,LTA,C1N2CN3CN1CN(C2)C3,1,opt,137443870,SLC,"LTA,C1N2CN3CN1CN(C2)C3"
137449527,-93.42181131352145,LTA,C1N2CN3CN1CN(C2)C3,1,MD,137443871,SLC,"LTA,C1N2CN3CN1CN(C2)C3"
137441128,-118.2776349961938,LTA,OCCN(CCO)CCO,1,frz,83595827,DFT,"LTA,OCCN(CCO)CCO"
137441128,-113.86552842139281,LTA,OCCN(CCO)CCO,1,opt,83595827,DFT,"LTA,OCCN(CCO)CCO"
137441128,-113.06630164566963,LTA,OCCN(CCO)CCO,1,MD,83595827,DFT,"LTA,OCCN(CCO)CCO"
137449541,-128.5658835236911,LTA,OCCN(CCO)CCO,1,frz,137443884,SLC,"LTA,OCCN(CCO)CCO"
137449541,-128.10086096565266,LTA,OCCN(CCO)CCO,1,opt,137443884,SLC,"LTA,OCCN(CCO)CCO"
137449541,-117.0907467629771,LTA,OCCN(CCO)CCO,1,MD,137443884,SLC,"LTA,OCCN(CCO)CCO"
137358531,-35.38625148133515,MOR,c1ccncc1,7,frz,87638956,DFT,"MOR,c1ccncc1"
137358531,8.771564778442263,MOR,c1ccncc1,7,MD,87638956,DFT,"MOR,c1ccncc1"
137358531,21.00730660920556,MOR,c1ccncc1,7,opt,87638956,DFT,"MOR,c1ccncc1"
137446001,-67.83502927177946,MOR,c1ccncc1,5,frz,137443989,SLC,"MOR,c1ccncc1"
137446001,-43.532165745535615,MOR,c1ccncc1,5,MD,137443989,SLC,"MOR,c1ccncc1"
137446005,-49.79651438430484,MOR,c1ccncc1,5,opt,137443990,SLC,"MOR,c1ccncc1"
137329610,-136.35251770783452,MRE,CCN,1,opt,87650217,DFT,"MRE,CCN"
137448158,-120.74234804738913,MRE,CCN,1,MD,87650220,DFT,"MRE,CCN"
137347538,-75.09882651068168,MRE,CCN,2,frz,87650223,DFT,"MRE,CCN"
137444077,-110.50856017468237,MTW,CC(C)CN,1,frz,83499556,DFT,"MTW,CC(C)CN"
137444077,-97.794556596808,MTW,CC(C)CN,1,MD,83499556,DFT,"MTW,CC(C)CN"
137353476,-64.90698321623609,MTW,CC(C)CN,2,opt,83499561,DFT,"MTW,CC(C)CN"
137445108,-96.67217857506839,MTW,CC(C)CN,1,MD,137442762,SLC,"MTW,CC(C)CN"
139591792,-113.17510651696831,MTW,CC(C)CN,2,frz,137442765,SLC,"MTW,CC(C)CN"
139591792,-106.55745899179303,MTW,CC(C)CN,2,opt,137442765,SLC,"MTW,CC(C)CN"
137443703,37.24584558854105,MTW,CC(C)(C)CC(C)(C)N,1,MD,83496921,DFT,"MTW,CC(C)(C)CC(C)(C)N"
137442383,-69.9790628594822,MTW,CC(C)(C)CC(C)(C)N,1,frz,83496922,DFT,"MTW,CC(C)(C)CC(C)(C)N"
139606977,82.27931099498335,MTW,CC(C)(C)CC(C)(C)N,1,opt,83496923,DFT,"MTW,CC(C)(C)CC(C)(C)N"
137445116,73.67795357653809,MTW,CC(C)(C)CC(C)(C)N,1,MD,137442774,SLC,"MTW,CC(C)(C)CC(C)(C)N"
138103428,-37.953395343151634,MTW,CC(C)(C)CC(C)(C)N,1,frz,137442775,SLC,"MTW,CC(C)(C)CC(C)(C)N"
138103428,41.096444066355474,MTW,CC(C)(C)CC(C)(C)N,1,opt,137442775,SLC,"MTW,CC(C)(C)CC(C)(C)N"
137344128,-106.88898687893565,MTW,C1CN2CCN1CC2,1,frz,83497317,DFT,"MTW,C1CN2CCN1CC2"
137443729,35.390873679309884,MTW,C1CN2CCN1CC2,2,opt,83497322,DFT,"MTW,C1CN2CCN1CC2"
137443729,37.50863541466187,MTW,C1CN2CCN1CC2,2,MD,83497322,DFT,"MTW,C1CN2CCN1CC2"
139607737,-97.30115420488241,MTW,C1CN2CCN1CC2,1,opt,137442606,SLC,"MTW,C1CN2CCN1CC2"
139594379,-104.95000253370998,MTW,C1CN2CCN1CC2,1,frz,137442607,SLC,"MTW,C1CN2CCN1CC2"
137444749,-24.43210731656564,MTW,C1CN2CCN1CC2,2,MD,137442609,SLC,"MTW,C1CN2CCN1CC2"
137440482,-65.57267303964538,NAT,NCCN,3,opt,83599535,DFT,"NAT,NCCN"
137440483,-59.63021422805944,NAT,NCCN,3,MD,83599536,DFT,"NAT,NCCN"
137317645,-82.26901384086102,NAT,NCCN,4,frz,83599537,DFT,"NAT,NCCN"
137440440,353.7033364303411,NAT,C1CN2CCN1CC2,1,MD,83526160,DFT,"NAT,C1CN2CCN1CC2"
137440440,366.25774860723453,NAT,C1CN2CCN1CC2,1,opt,83526160,DFT,"NAT,C1CN2CCN1CC2"
137364570,88.43480012872207,NAT,C1CN2CCN1CC2,2,frz,83526162,DFT,"NAT,C1CN2CCN1CC2"
137447022,-97.84782263720248,OFF,c1ccncc1,2,frz,87639110,DFT,"OFF,c1ccncc1"
137447022,-97.42640710009549,OFF,c1ccncc1,2,opt,87639110,DFT,"OFF,c1ccncc1"
137345040,-87.58859010634588,OFF,c1ccncc1,2,MD,87639111,DFT,"OFF,c1ccncc1"
137446289,-95.42221846083598,OFF,c1ccncc1,2,frz,137442181,SLC,"OFF,c1ccncc1"
137446289,-93.99667927669323,OFF,c1ccncc1,2,opt,137442181,SLC,"OFF,c1ccncc1"
137446289,-85.78578096759196,OFF,c1ccncc1,2,MD,137442181,SLC,"OFF,c1ccncc1"
137345827,-116.60960505681295,OFF,C1CCNCC1,2,frz,87638144,DFT,"OFF,C1CCNCC1"
137345827,-115.22464663166902,OFF,C1CCNCC1,2,opt,87638144,DFT,"OFF,C1CCNCC1"
137326190,-99.66298811703166,OFF,C1CCNCC1,2,MD,87638146,DFT,"OFF,C1CCNCC1"
137446492,-104.68529121022813,OFF,C1CCNCC1,1,opt,137442193,SLC,"OFF,C1CCNCC1"
137446556,-98.91597749014936,OFF,C1CCNCC1,1,MD,137442194,SLC,"OFF,C1CCNCC1"
137446589,-110.4922710412321,OFF,C1CCNCC1,2,frz,137442196,SLC,"OFF,C1CCNCC1"
137353528,-78.1240361244299,OFF,C1CN2CCN1CC2,2,MD,87646957,DFT,"OFF,C1CN2CCN1CC2"
137356977,-103.91834438965999,OFF,C1CN2CCN1CC2,2,frz,87646958,DFT,"OFF,C1CN2CCN1CC2"
137356977,-92.05468989630472,OFF,C1CN2CCN1CC2,2,opt,87646958,DFT,"OFF,C1CN2CCN1CC2"
137446675,-105.85462331962226,OFF,C1CN2CCN1CC2,1,MD,137442201,SLC,"OFF,C1CN2CCN1CC2"
137446676,-120.96302009640205,OFF,C1CN2CCN1CC2,1,frz,137442202,SLC,"OFF,C1CN2CCN1CC2"
137446676,-120.58469924319867,OFF,C1CN2CCN1CC2,1,opt,137442202,SLC,"OFF,C1CN2CCN1CC2"
137367052,-115.98563403670295,OFF,C1CNCCN1,2,frz,87641601,DFT,"OFF,C1CNCCN1"
137367052,-114.91181663388689,OFF,C1CNCCN1,2,opt,87641601,DFT,"OFF,C1CNCCN1"
137367052,-101.97677885775079,OFF,C1CNCCN1,2,MD,87641601,DFT,"OFF,C1CNCCN1"
137447620,-92.33880393437953,OFF,C1CNCCN1,2,opt,137442235,SLC,"OFF,C1CNCCN1"
137447620,-88.57543947754189,OFF,C1CNCCN1,2,MD,137442235,SLC,"OFF,C1CNCCN1"
139639001,-115.53107965300983,OFF,C1CNCCN1,2,frz,137442237,SLC,"OFF,C1CNCCN1"
137448889,-138.6422223168099,OFF,CCN(C(C)C)C(C)C,1,opt,87640750,DFT,"OFF,CCN(C(C)C)C(C)C"
137448889,-122.4085888798077,OFF,CCN(C(C)C)C(C)C,1,MD,87640750,DFT,"OFF,CCN(C(C)C)C(C)C"
137348215,-144.94875149370736,OFF,CCN(C(C)C)C(C)C,1,frz,87640752,DFT,"OFF,CCN(C(C)C)C(C)C"
137447633,-133.40010660141863,OFF,CCN(C(C)C)C(C)C,1,frz,137442259,SLC,"OFF,CCN(C(C)C)C(C)C"
137447633,-122.90034682390184,OFF,CCN(C(C)C)C(C)C,1,opt,137442259,SLC,"OFF,CCN(C(C)C)C(C)C"
137447633,-117.08206165016362,OFF,CCN(C(C)C)C(C)C,1,MD,137442259,SLC,"OFF,CCN(C(C)C)C(C)C"
137448874,-71.67596538709402,OFF,CN(C)C,2,MD,87639395,DFT,"OFF,CN(C)C"
137356068,-82.84515733111124,OFF,CN(C)C,2,frz,87639396,DFT,"OFF,CN(C)C"
137356068,-82.4698226984337,OFF,CN(C)C,2,opt,87639396,DFT,"OFF,CN(C)C"
137447645,-91.53006063983365,OFF,CN(C)C,1,frz,137442271,SLC,"OFF,CN(C)C"
137447646,-71.42535871368278,OFF,CN(C)C,2,MD,137442272,SLC,"OFF,CN(C)C"
137444822,-78.57538734154987,OFF,CN(C)C,2,opt,137442274,SLC,"OFF,CN(C)C"
137316170,-118.41933790700685,OWE,C[C@H](N)CN,1,MD,83490420,DFT,"OWE,C[C@H](N)CN"
137362264,-123.04644199462186,OWE,C[C@H](N)CN,1,opt,83490421,DFT,"OWE,C[C@H](N)CN"
139605748,-131.23180753568863,OWE,C[C@H](N)CN,2,frz,83490425,DFT,"OWE,C[C@H](N)CN"
137448838,-126.07331902054183,OWE,C[C@@H](N)CN,2,frz,83490423,DFT,"OWE,C[C@@H](N)CN"
137448838,-120.41126833521531,OWE,C[C@@H](N)CN,2,opt,83490423,DFT,"OWE,C[C@@H](N)CN"
137448838,-112.70984270368454,OWE,C[C@@H](N)CN,2,MD,83490423,DFT,"OWE,C[C@@H](N)CN"
137328820,-76.15309068181124,PHI,C1CN2CCN1CC2,1,frz,83595468,DFT,"PHI,C1CN2CCN1CC2"
137328820,-37.12571246352721,PHI,C1CN2CCN1CC2,1,opt,83595468,DFT,"PHI,C1CN2CCN1CC2"
137440463,1.7616241946318445,PHI,C1CN2CCN1CC2,4,MD,83595475,DFT,"PHI,C1CN2CCN1CC2"
137440837,-80.64814611462369,PHI,C1COCCN1,1,MD,83522286,DFT,"PHI,C1COCCN1"
137325312,-102.88770030628001,PHI,C1COCCN1,3,frz,83522292,DFT,"PHI,C1COCCN1"
137325312,-97.50672967827137,PHI,C1COCCN1,3,opt,83522292,DFT,"PHI,C1COCCN1"
137441093,-47.263945247490554,PHI,C1CCNCC1,1,MD,83545589,DFT,"PHI,C1CCNCC1"
137443648,-88.9577862402644,PHI,C1CCNCC1,3,frz,83545596,DFT,"PHI,C1CCNCC1"
137443648,-72.80585233596999,PHI,C1CCNCC1,3,opt,83545596,DFT,"PHI,C1CCNCC1"
137334120,-106.06206237389512,PHI,C1CNCCN1,1,frz,83547554,DFT,"PHI,C1CNCCN1"
137334120,-89.10633599741927,PHI,C1CNCCN1,1,opt,83547554,DFT,"PHI,C1CNCCN1"
137487704,-85.70038335927467,PHI,C1CNCCN1,1,MD,83547556,DFT,"PHI,C1CNCCN1"
137440830,-70.23779884735278,PHI,CN1CCN(C)CC1,1,frz,83521922,DFT,"PHI,CN1CCN(C)CC1"
137354318,-2.8535337020212843,PHI,CN1CCN(C)CC1,2,MD,83521925,DFT,"PHI,CN1CCN(C)CC1"
137355728,-13.484532541301231,PHI,CN1CCN(C)CC1,2,opt,83521926,DFT,"PHI,CN1CCN(C)CC1"
