,Binding Energy (kJ/mol/OSDA),Host,Guest SMILES,Guests/Cell,ID,Constant,Metric,Theory,Parent ID,Method
11886,367.0349943669035,AFN,CC(C)N,5,137440557,P,opt,FF,83511939,"FF (opt, P)"
11889,368.29139703687576,PHI,c1c[nH]cn1,2,137443806,P,MD,FF,83542695,"FF (MD, P)"
11893,369.37505433605077,NAT,NCCN,2,137279436,P,MD,FF,83599532,"FF (MD, P)"
11897,373.74630877537976,SOD,NCCNCCN,1,137447056,P,frz,FF,87648706,"FF (frz, P)"
11899,374.59404947047,RTH,CC(C)NC(C)C,1,137441120,P,MD,FF,83496951,"FF (MD, P)"
11900,374.7250509952249,SOD,C1COCCN1,1,137330258,V,opt,FF,87645142,"FF (opt, V)"
11908,376.11502917780814,AFN,CC(C)N,5,137440557,P,MD,FF,83511939,"FF (MD, P)"
11917,378.0724807214017,AWO,C1CCNC1,8,137447058,P,MD,FF,87640186,"FF (MD, P)"
11923,380.84089045326306,DOH,C1CN2CCC1CC2,6,137447069,P,frz,FF,87641430,"FF (frz, P)"
11945,390.86049990087724,DOH,C1CN2CCC1CC2,6,137497215,V,frz,FF,87641430,"FF (frz, V)"
11950,393.28751311180133,GME,C[C@@H]1CNC[C@H](C)C1,2,137250002,P,MD,FF,87640361,"FF (MD, P)"
11955,396.6118616720816,GME,CCNCC,5,137222822,P,opt,FF,87649139,"FF (opt, P)"
11956,396.9121190542951,GME,C[C@@H]1CNC[C@H](C)C1,2,137250002,P,opt,FF,87640361,"FF (opt, P)"
11963,397.8354017469746,GME,CCP(CC)CC,2,137254099,P,MD,FF,83496891,"FF (MD, P)"
11964,397.85759801125164,GME,CCP(CC)CC,2,137441119,P,MD,FF,83496892,"FF (MD, P)"
11968,399.8617123070623,SOD,c1ccncc1,2,137440817,P,opt,FF,83596535,"FF (opt, P)"
11978,402.63654942603273,GME,CCP(CC)CC,2,137441119,P,opt,FF,83496892,"FF (opt, P)"
11979,402.6366348155374,GME,CCP(CC)CC,2,137254099,P,opt,FF,83496891,"FF (opt, P)"
11982,404.5227133675166,JRY,CCNCC,1,137440542,P,opt,FF,83511738,"FF (opt, P)"
11991,411.69346055374183,ATN,CCN(CC)CC,1,137330751,V,opt,FF,83513269,"FF (opt, V)"
12005,418.7861781353223,OFF,C1CNCCN1,2,137447081,P,opt,FF,87641602,"FF (opt, P)"
12009,420.0504136508325,SBN,c1ccncc1,1,137258561,P,opt,FF,83609202,"FF (opt, P)"
12014,421.0832585642676,OFF,C1CCNCC1,2,137446160,P,opt,FF,87638146,"FF (opt, P)"
12026,426.5370110227648,ATN,CCN(CC)CC,1,137330751,V,MD,FF,83513269,"FF (MD, V)"
12027,427.63064128087785,AFO,CCCNCCC,1,137440896,P,MD,FF,87638523,"FF (MD, P)"
12032,430.3683134449373,OFF,C1CCNCC1,2,137446160,P,MD,FF,87638146,"FF (MD, P)"
12039,434.07956465030674,SBN,c1ccncc1,1,137258561,P,MD,FF,83609202,"FF (MD, P)"
12045,440.5091957259119,SOD,CCN(C(C)C)C(C)C,1,137442420,V,frz,FF,87644500,"FF (frz, V)"
12054,445.0655761502879,SBN,c1ccncc1,3,137440868,P,opt,FF,83609206,"FF (opt, P)"
12061,447.05407113130457,SBN,c1ccncc1,2,137255172,P,opt,FF,83609204,"FF (opt, P)"
12065,448.7787697912514,MTW,C1CN2CCN1CC2,1,137441132,P,opt,FF,83497317,"FF (opt, P)"
12072,450.8220497226497,THO,C[C@H](N)CN,1,137443797,P,MD,FF,83538681,"FF (MD, P)"
12074,451.1505650718146,SOD,CCN(CC)CC,1,137443273,P,frz,FF,83500744,"FF (frz, P)"
12079,454.6706067925336,SBN,c1ccncc1,2,137255172,P,MD,FF,83609204,"FF (MD, P)"
12081,456.42572094323504,SBN,c1ccncc1,3,137440868,P,MD,FF,83609206,"FF (MD, P)"
12090,461.8576477914781,GON,C1CN2CCN1CC2,1,137443737,P,MD,FF,83517196,"FF (MD, P)"
12096,464.19322815389876,SBN,c1ccncc1,2,137266104,P,opt,FF,83609203,"FF (opt, P)"
12097,464.29369734845363,SOD,CCN(CC)CC,1,137443243,P,frz,FF,83500743,"FF (frz, P)"
12105,472.5103407323033,SBN,c1ccncc1,2,137266104,P,MD,FF,83609203,"FF (MD, P)"
12108,473.75199848596213,DFT,NCCN,1,137491028,P,opt,FF,83511924,"FF (opt, P)"
12110,474.30040847823403,SOD,CC(C)NC(C)C,1,137440772,P,frz,FF,87649943,"FF (frz, P)"
12113,475.9145566753986,SOD,C1CN2CCN1CC2,1,137440430,V,opt,FF,83525771,"FF (opt, V)"
12117,476.53226435122974,SOD,C1N2CN3CN1CN(C2)C3,1,137217872,P,frz,FF,87647543,"FF (frz, P)"
12121,479.12658998731223,SOD,CCN(C(C)C)C(C)C,2,137355778,V,frz,FF,87644505,"FF (frz, V)"
12122,479.9125344149142,SBN,c1ccncc1,2,137237794,P,MD,FF,83609205,"FF (MD, P)"
12126,484.01714776060004,NAT,C1CN2CCN1CC2,4,137325697,V,MD,FF,83526169,"FF (MD, V)"
12131,488.8059910855326,SBN,c1ccncc1,2,137237794,P,opt,FF,83609205,"FF (opt, P)"
12132,492.85537703542593,GON,C1CN2CCN1CC2,1,137443737,P,opt,FF,83517196,"FF (opt, P)"
12146,500.9009823204599,SBN,c1ccncc1,1,137440867,P,MD,FF,83609200,"FF (MD, P)"
12152,502.3618725882081,SBN,c1ccncc1,1,137440867,P,opt,FF,83609200,"FF (opt, P)"
12157,504.9405815934918,OFF,CCN(C(C)C)C(C)C,1,137447060,P,opt,FF,87640751,"FF (opt, P)"
12158,505.88064695083307,NAT,C1CN2CCN1CC2,4,137325697,V,opt,FF,83526169,"FF (opt, V)"
12160,507.30326866023745,AEL,CC(C)NC(C)C,1,137446201,P,opt,FF,87639867,"FF (opt, P)"
12172,516.8641894881922,OFF,CCN(C(C)C)C(C)C,1,137447060,P,MD,FF,87640751,"FF (MD, P)"
12174,517.3048043176753,THO,C[C@H](N)CN,1,137443797,P,opt,FF,83538681,"FF (opt, P)"
12176,518.3996709569999,OFF,C1CN2CCN1CC2,2,137440713,P,opt,FF,87646956,"FF (opt, P)"
12180,521.7188280557032,SOD,c1ccncc1,1,137288367,P,opt,FF,83596532,"FF (opt, P)"
12185,525.2404079701001,PHI,C1CNCCN1,7,137443831,P,opt,FF,83547572,"FF (opt, P)"
12192,528.2201174055762,SBN,NCCNCCN,2,137443837,P,MD,FF,83593914,"FF (MD, P)"
12193,529.72881320298,SOD,C1CCNC1,1,137487334,P,opt,FF,83539887,"FF (opt, P)"
12198,531.1850164162767,OFF,C1CN2CCN1CC2,2,137440713,P,MD,FF,87646956,"FF (MD, P)"
12200,532.1380645655875,SBN,NCCNCCN,2,137443837,P,opt,FF,83593914,"FF (opt, P)"
12227,543.105144221101,SBN,c1ccncc1,1,137217910,P,MD,FF,83609201,"FF (MD, P)"
12245,550.3983442940854,PHI,C1CN2CCN1CC2,1,137272859,P,opt,FF,83595467,"FF (opt, P)"
12246,550.7053050901038,ZON,C1CN2CCN1CC2,2,137245589,P,opt,FF,83507881,"FF (opt, P)"
12251,557.4489739915897,RTH,C1CCCNCC1,1,137440831,P,MD,FF,83597291,"FF (MD, P)"
12253,558.6230316058189,LOS,c1ccncc1,4,137440904,P,MD,FF,87641100,"FF (MD, P)"
12254,558.6360164545881,SBN,c1ccncc1,1,137217910,P,opt,FF,83609201,"FF (opt, P)"
12256,559.7318336933606,ZON,C1CN2CCN1CC2,2,137245589,P,MD,FF,83507881,"FF (MD, P)"
12263,563.9512892661725,SOD,c1ccncc1,1,137262712,P,opt,FF,83596531,"FF (opt, P)"
12269,566.2685558704758,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,1,137252998,P,frz,FF,87641746,"FF (frz, P)"
12282,573.2673137181971,SOD,c1ccncc1,1,137262712,P,MD,FF,83596531,"FF (MD, P)"
12286,576.690117194046,NAT,NCCN,1,137440844,P,opt,FF,83599528,"FF (opt, P)"
12292,583.0243939880381,NAT,NCCN,1,137440844,P,MD,FF,83599528,"FF (MD, P)"
12294,584.054117231545,PHI,C1CN2CCN1CC2,2,137248806,P,opt,FF,83595469,"FF (opt, P)"
12295,584.298517913611,SOD,CCN(C(C)C)C(C)C,1,137277869,P,frz,FF,87644500,"FF (frz, P)"
12297,586.1774377375799,SOD,C1CN2CCN1CC2,2,137440649,P,opt,FF,83525775,"FF (opt, P)"
12308,597.2300771896266,SOD,C1CCNC1,1,137488977,P,opt,FF,83539886,"FF (opt, P)"
12310,597.4353041046393,SOD,C1CN2CCN1CC2,2,137440649,P,MD,FF,83525775,"FF (MD, P)"
12327,606.7914188553575,SBN,NCCNCCN,1,137446089,P,opt,FF,83593910,"FF (opt, P)"
12338,616.9470590276338,PHI,C1CNCCN1,7,137443831,P,MD,FF,83547572,"FF (MD, P)"
12342,619.7950843574175,SBN,NCCNCCN,1,137446089,P,MD,FF,83593910,"FF (MD, P)"
12347,622.4981987794737,RTH,C1CCCNCC1,1,137440831,P,opt,FF,83597291,"FF (opt, P)"
12351,625.293486254688,ATS,CCN(C(C)C)C(C)C,1,137440858,P,MD,FF,83609025,"FF (MD, P)"
12357,628.0370430231364,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,2,137335071,V,opt,FF,87641751,"FF (opt, V)"
12360,628.6726713991097,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,1,137442381,V,opt,FF,87641746,"FF (opt, V)"
12371,634.703026411147,SOD,C1CCNC1,1,137488977,P,MD,FF,83539886,"FF (MD, P)"
12372,635.1736979270454,OFF,c1ccncc1,3,137447026,P,opt,FF,87639115,"FF (opt, P)"
12379,638.1958168939263,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,2,137335071,V,MD,FF,87641751,"FF (MD, V)"
12380,639.7566237131392,ATS,CCN(C(C)C)C(C)C,1,137440858,P,opt,FF,83609025,"FF (opt, P)"
12381,639.7580046306966,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,1,137442381,V,MD,FF,87641746,"FF (MD, V)"
12388,644.8866647389702,LOS,CN(C)C,4,137440750,P,opt,FF,87638609,"FF (opt, P)"
12389,645.206708713035,OFF,c1ccncc1,3,137447026,P,MD,FF,87639115,"FF (MD, P)"
12394,646.9708462178389,RTH,C[C@@H]1CNC[C@H](C)C1,1,137440865,P,opt,FF,83609190,"FF (opt, P)"
12397,650.647334271706,PHI,C1COCCN1,1,137260382,P,opt,FF,83522286,"FF (opt, P)"
12400,653.9023063386092,RTH,C[C@@H]1CNC[C@H](C)C1,1,137440865,P,MD,FF,83609190,"FF (MD, P)"
12404,656.1193030956641,PHI,CN1CCN(C)CC1,2,137444129,P,opt,FF,83521925,"FF (opt, P)"
12407,657.0287385145795,LOS,CN(C)C,4,137440750,P,MD,FF,87638609,"FF (MD, P)"
12409,657.9542014942708,RTE,CN1C(C)(C)CCCC1(C)C,2,137441100,P,opt,FF,83494080,"FF (opt, P)"
12420,663.9401103691283,LOS,C1COCCN1,3,137447573,P,MD,FF,87648069,"FF (MD, P)"
12422,670.9214022118359,NAT,NCCN,1,137440849,P,MD,FF,83599530,"FF (MD, P)"
12423,671.1008906455669,LTA,NC1CCCCC1,3,137443653,P,MD,FF,83508614,"FF (MD, P)"
12426,675.203566939203,LTA,C1N2CN3CN1CN(C2)C3,2,137243822,P,opt,FF,83494300,"FF (opt, P)"
12430,679.0781412762427,SOD,C1COCCN1,1,137440663,P,opt,FF,87645142,"FF (opt, P)"
12433,682.0097919588636,LTA,NC1CCCCC1,3,137443653,P,opt,FF,83508614,"FF (opt, P)"
12445,685.9452363087395,LOS,CCNCC,3,137447545,P,opt,FF,87647113,"FF (opt, P)"
12447,687.412933323555,LOS,CCNCC,3,137447545,P,MD,FF,87647113,"FF (MD, P)"
12448,687.4173516885999,SOD,C1CN2CCN1CC2,1,137220552,P,opt,FF,83525771,"FF (opt, P)"
12449,687.4174973814265,SOD,C1CN2CCN1CC2,1,137440648,P,opt,FF,83525772,"FF (opt, P)"
12451,687.5430181083678,LTA,C1N2CN3CN1CN(C2)C3,2,137243822,P,MD,FF,83494300,"FF (MD, P)"
12457,689.2133738535512,SOD,C1COCCN1,1,137440663,P,MD,FF,87645142,"FF (MD, P)"
12471,697.763060763349,SOD,C1CN2CCN1CC2,1,137440648,P,MD,FF,83525772,"FF (MD, P)"
12472,697.9045595572373,SOD,C1CN2CCN1CC2,1,137220552,P,MD,FF,83525771,"FF (MD, P)"
12484,707.0182678651206,PHI,CN1CCN(C)CC1,2,137440607,P,opt,FF,83521926,"FF (opt, P)"
12492,711.9554658594626,PHI,C1CCNCC1,1,137284574,P,MD,FF,83545589,"FF (MD, P)"
12512,733.7207512673571,RTE,CN1C(C)(C)CCCC1(C)C,2,137441100,P,MD,FF,83494080,"FF (MD, P)"
12527,749.0819263269954,LOS,c1ccncc1,4,137440904,P,opt,FF,87641100,"FF (opt, P)"
12529,750.3197328259978,RTE,CN1C(C)(C)CCCC1(C)C,1,137244881,P,opt,FF,83494075,"FF (opt, P)"
12533,756.8346384450035,DFT,C1CNCCN1,1,137224443,P,opt,FF,83525974,"FF (opt, P)"
12534,756.9348220430231,NAT,NCCN,1,137440849,P,opt,FF,83599530,"FF (opt, P)"
12541,765.6552451916095,DFT,C1CNCCN1,1,137224443,P,MD,FF,83525974,"FF (MD, P)"
12544,768.7020130108823,RTE,CN1C(C)(C)CCCC1(C)C,1,137448261,P,MD,FF,83494076,"FF (MD, P)"
12554,787.5586273892975,RTE,CN1C(C)(C)CCCC1(C)C,1,137448264,P,opt,FF,83494077,"FF (opt, P)"
12563,799.4671564660265,DOH,C1CN2CCC1CC2,6,137497215,V,MD,FF,87641430,"FF (MD, V)"
12566,800.817424172078,DOH,C1CN2CCC1CC2,6,137497215,V,opt,FF,87641430,"FF (opt, V)"
12572,806.2920867052455,LOS,C1COCCN1,3,137447573,P,opt,FF,87648069,"FF (opt, P)"
12581,820.2366620366236,PHI,C1CN2CCN1CC2,1,137440795,P,opt,FF,83595466,"FF (opt, P)"
12583,830.700630266443,LOS,OCCN(CCO)CCO,2,137448262,P,MD,FF,87649149,"FF (MD, P)"
12586,834.2174315829244,LOS,OCCN(CCO)CCO,2,137448262,P,opt,FF,87649149,"FF (opt, P)"
12591,839.3842260868262,RTE,CN1C(C)(C)CCCC1(C)C,1,137448264,P,MD,FF,83494077,"FF (MD, P)"
12592,840.7361754532333,SOD,CCN(C(C)C)C(C)C,2,137355778,V,MD,FF,87644505,"FF (MD, V)"
12598,849.8640213776425,PHI,C1CN2CCN1CC2,2,137248806,P,MD,FF,83595469,"FF (MD, P)"
12610,872.4250109599253,SOD,CCN(C(C)C)C(C)C,1,137442420,V,MD,FF,87644500,"FF (MD, V)"
12617,900.0915703169145,PHI,C1CN2CCN1CC2,1,137440797,P,MD,FF,83595468,"FF (MD, P)"
12618,904.0796369399709,PHI,CN1CCN(C)CC1,2,137440607,P,MD,FF,83521926,"FF (MD, P)"
12623,910.6050696689915,DFT,C1CNCCN1,1,137259754,P,MD,FF,83525972,"FF (MD, P)"
12625,913.0327711510528,RTE,CN1C(C)(C)CCCC1(C)C,1,137448261,P,opt,FF,83494076,"FF (opt, P)"
12628,922.6795110050006,SOD,NCCNCCN,1,137447056,P,opt,FF,87648706,"FF (opt, P)"
12630,930.2289706659774,SOD,NCCNCCN,1,137447056,P,MD,FF,87648706,"FF (MD, P)"
12631,934.3272450611744,RTE,CN1C(C)(C)CCCC1(C)C,1,137244881,P,MD,FF,83494075,"FF (MD, P)"
12637,949.5144364123717,DFT,C1CNCCN1,1,137259754,P,opt,FF,83525972,"FF (opt, P)"
12650,971.3833716844604,PHI,CN1CCN(C)CC1,2,137444129,P,MD,FF,83521925,"FF (MD, P)"
12654,1002.8111997374428,SOD,CCN(C(C)C)C(C)C,2,137355778,V,opt,FF,87644505,"FF (opt, V)"
12674,1040.7011981977398,NAT,C1CN2CCN1CC2,4,137444159,P,opt,FF,83526169,"FF (opt, P)"
12676,1045.3650967305043,NAT,C1CN2CCN1CC2,4,137444159,P,MD,FF,83526169,"FF (MD, P)"
12678,1045.37418683505,SOD,C1N2CN3CN1CN(C2)C3,1,137217872,P,opt,FF,87647543,"FF (opt, P)"
12682,1052.8467516675312,MTW,CC(C)(C)CC(C)(C)N,1,137220025,P,opt,FF,83496922,"FF (opt, P)"
12684,1055.9511923860914,SOD,C1N2CN3CN1CN(C2)C3,1,137217872,P,MD,FF,87647543,"FF (MD, P)"
12685,1059.2453210817894,SOD,CCN(C(C)C)C(C)C,1,137442420,V,opt,FF,87644500,"FF (opt, V)"
12686,1061.5884655677821,PHI,C1CN2CCN1CC2,1,137272859,P,MD,FF,83595467,"FF (MD, P)"
12690,1065.6523194543258,MTW,CC(C)(C)CC(C)(C)N,1,137220025,P,MD,FF,83496922,"FF (MD, P)"
12700,1112.9355992609876,PHI,C1CN2CCN1CC2,1,137440795,P,MD,FF,83595466,"FF (MD, P)"
12712,1161.0160437896482,PHI,C1COCCN1,1,137260382,P,MD,FF,83522286,"FF (MD, P)"
12726,1207.1802897664268,SOD,CCN(CC)CC,1,137443243,P,MD,FF,83500743,"FF (MD, P)"
12731,1219.9520305379517,SAS,CN1CCCN(C)CCN(C)CCCN(C)CC1,1,137443803,P,MD,FF,83541317,"FF (MD, P)"
12733,1220.887785065058,SOD,CCN(CC)CC,1,137443273,P,MD,FF,83500744,"FF (MD, P)"
12757,1305.6616383226008,SOD,CCN(CC)CC,1,137443243,P,opt,FF,83500743,"FF (opt, P)"
12766,1330.4208654812874,SOD,CC(C)NC(C)C,1,137440772,P,opt,FF,87649943,"FF (opt, P)"
12771,1343.8832374468104,SOD,CC(C)NC(C)C,1,137440772,P,MD,FF,87649943,"FF (MD, P)"
12774,1358.9239477062301,SOD,CCN(CC)CC,1,137443273,P,opt,FF,83500744,"FF (opt, P)"
12781,1397.4468437668481,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,2,137447090,P,opt,FF,87641751,"FF (opt, P)"
12785,1408.1858796535985,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,2,137447090,P,MD,FF,87641751,"FF (MD, P)"
12807,1571.3188531862959,SOD,CCN(C(C)C)C(C)C,2,137446951,P,opt,FF,87644505,"FF (opt, P)"
12809,1581.7978901752542,SOD,CCN(C(C)C)C(C)C,2,137446951,P,MD,FF,87644505,"FF (MD, P)"
12812,1659.7841566652014,SAS,CN1CCCN(C)CCN(C)CCCN(C)CC1,1,137443803,P,opt,FF,83541317,"FF (opt, P)"
12813,1667.980711608349,NAT,C1CN2CCN1CC2,1,137489245,P,opt,FF,83526160,"FF (opt, P)"
12815,1677.927334980789,NAT,C1CN2CCN1CC2,1,137489245,P,MD,FF,83526160,"FF (MD, P)"
12824,1748.6545175246358,DOH,C1CN2CCC1CC2,6,137447069,P,MD,FF,87641430,"FF (MD, P)"
12826,1771.3731849755227,DOH,C1CN2CCC1CC2,6,137447069,P,opt,FF,87641430,"FF (opt, P)"
12834,1840.7368987427203,ATN,CCN(CC)CC,1,137440570,P,opt,FF,83513269,"FF (opt, P)"
12835,1847.8212922080108,ATN,CCN(CC)CC,1,137440570,P,MD,FF,83513269,"FF (MD, P)"
12846,2058.862985236565,SOD,CCN(C(C)C)C(C)C,1,137277869,P,MD,FF,87644500,"FF (MD, P)"
12853,2173.749896943545,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,1,137252998,P,MD,FF,87641746,"FF (MD, P)"
12856,2222.8884621291654,SOD,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,1,137252998,P,opt,FF,87641746,"FF (opt, P)"
12862,2879.7045300739182,SOD,CCN(C(C)C)C(C)C,1,137277869,P,opt,FF,87644500,"FF (opt, P)"
0,-45.1732996725565,CHA,Cn1ccnc1,7,124399073,P,frz,DFT,124289416,"DFT (frz, P)"
1,-89.60454325041657,CHA,Cn1ccnc1,7,148943118,V,frz,DFT,124289416,"DFT (frz, V)"
2,-39.99181522761287,CHA,Cn1ccnc1,7,124450117,P,frz,DFT,124289418,"DFT (frz, P)"
3,-89.28094820724999,CHA,Cn1ccnc1,7,148903767,V,frz,DFT,124289418,"DFT (frz, V)"
4,-64.78873889599294,CHA,Cn1ccnc1,5,148705720,P,frz,DFT,124289420,"DFT (frz, P)"
5,-61.597038114970644,CHA,Cn1ccnc1,5,148604561,V,frz,DFT,124289420,"DFT (frz, V)"
6,-164.44367828168902,LTA,C1COCCOCCOCCOCCOCCN1,1,147675165,P,frz,DFT,83490078,"DFT (frz, P)"
7,-161.48796570404645,LTA,C1COCCOCCOCCOCCOCCN1,1,148085360,V,frz,DFT,83490078,"DFT (frz, V)"
8,-87.7365610949057,SFO,CN(C)c1ccncc1,1,87651313,P,frz,DFT,83490297,"DFT (frz, P)"
9,-85.6675340203688,SFO,CN(C)c1ccncc1,1,148085886,V,frz,DFT,83490297,"DFT (frz, V)"
10,-87.78605805765788,SFO,CN(C)c1ccncc1,1,84747873,P,frz,DFT,83490298,"DFT (frz, P)"
11,-86.06035947706397,SFO,CN(C)c1ccncc1,1,148085663,V,frz,DFT,83490298,"DFT (frz, V)"
12,-94.91787473022364,OWE,C[C@H](N)CN,1,147618877,P,frz,DFT,83490422,"DFT (frz, P)"
13,-91.74282692732753,OWE,C[C@H](N)CN,1,148085885,V,frz,DFT,83490422,"DFT (frz, V)"
14,-98.42237354526624,OWE,C[C@@H](N)CN,2,147628902,P,frz,DFT,83490423,"DFT (frz, P)"
15,-96.66907293031305,OWE,C[C@@H](N)CN,2,148085617,V,frz,DFT,83490423,"DFT (frz, V)"
16,-103.06763165875641,SFN,C1CCCNCCC1,1,88906451,P,frz,DFT,83492138,"DFT (frz, P)"
17,-93.08066325549244,SFN,C1CCCNCCC1,1,148085358,V,frz,DFT,83492138,"DFT (frz, V)"
18,-103.20566160996849,SFN,C1CCCNCCC1,1,84775176,P,frz,DFT,83492139,"DFT (frz, P)"
19,-94.08815318783306,SFN,C1CCCNCCC1,1,148087322,V,frz,DFT,83492139,"DFT (frz, V)"
20,-97.80893057358922,SFN,C1CCCNCCC1,2,84796242,P,frz,DFT,83492141,"DFT (frz, P)"
21,-91.03331691195562,SFN,C1CCCNCCC1,2,148088689,V,frz,DFT,83492141,"DFT (frz, V)"
22,-104.20556876198964,AFI,C[C@H](CN)CCCN,1,147611712,P,frz,DFT,83492532,"DFT (frz, P)"
23,-96.31082153631066,AFI,C[C@H](CN)CCCN,1,148085372,V,frz,DFT,83492532,"DFT (frz, V)"
24,-101.76640089143346,AFI,C[C@@H](CN)CCCN,1,84743714,P,frz,DFT,83492533,"DFT (frz, P)"
25,-93.63223116431004,AFI,C[C@@H](CN)CCCN,1,148085872,V,frz,DFT,83492533,"DFT (frz, V)"
26,-74.13297891411445,SOD,CCN,1,84771630,P,frz,DFT,83493429,"DFT (frz, P)"
27,-73.13043288892382,SOD,CCN,1,148085711,V,frz,DFT,83493429,"DFT (frz, V)"
28,-80.85875839684294,SOD,CCN,1,84787804,P,frz,DFT,83493431,"DFT (frz, P)"
29,-78.95533291497706,SOD,CCN,1,148085642,V,frz,DFT,83493431,"DFT (frz, V)"
30,-75.21366115344365,SOD,CCN,2,84767000,P,frz,DFT,83493432,"DFT (frz, P)"
31,-74.11954960658876,SOD,CCN,2,148085655,V,frz,DFT,83493432,"DFT (frz, V)"
32,-80.95439801062062,SOD,CCN,2,84713063,P,frz,DFT,83493434,"DFT (frz, P)"
33,-79.28846387675853,SOD,CCN,2,148085781,V,frz,DFT,83493434,"DFT (frz, V)"
34,-28.559935650490946,AFI,CNC,1,84704458,P,frz,DFT,83494060,"DFT (frz, P)"
35,-28.451601947240427,AFI,CNC,1,148085682,V,frz,DFT,83494060,"DFT (frz, V)"
36,-51.67991774141489,AFI,CNC,3,147630881,P,frz,DFT,83494066,"DFT (frz, P)"
37,-52.181631370243146,AFI,CNC,3,148085623,V,frz,DFT,83494066,"DFT (frz, V)"
38,-51.68558175057578,AFI,CNC,3,84809582,P,frz,DFT,83494068,"DFT (frz, P)"
39,-52.02260042701554,AFI,CNC,3,148085465,V,frz,DFT,83494068,"DFT (frz, V)"
40,-130.93503147164031,RTE,CN1C(C)(C)CCCC1(C)C,1,84732584,P,frz,DFT,83494075,"DFT (frz, P)"
41,-122.03490348242165,RTE,CN1C(C)(C)CCCC1(C)C,1,148085635,V,frz,DFT,83494075,"DFT (frz, V)"
42,-121.689211098438,RTE,CN1C(C)(C)CCCC1(C)C,1,147628963,P,frz,DFT,83494076,"DFT (frz, P)"
43,-113.84754815922584,RTE,CN1C(C)(C)CCCC1(C)C,1,148085601,V,frz,DFT,83494076,"DFT (frz, V)"
44,-123.62381484257203,RTE,CN1C(C)(C)CCCC1(C)C,1,147629403,P,frz,DFT,83494077,"DFT (frz, P)"
45,-115.78520662818735,RTE,CN1C(C)(C)CCCC1(C)C,1,148085374,V,frz,DFT,83494077,"DFT (frz, V)"
46,-127.5525836760192,RTE,CN1C(C)(C)CCCC1(C)C,2,147628900,P,frz,DFT,83494080,"DFT (frz, P)"
47,-113.14267956958726,RTE,CN1C(C)(C)CCCC1(C)C,2,148085897,V,frz,DFT,83494080,"DFT (frz, V)"
48,-49.58529890391291,LTA,C1N2CN3CN1CN(C2)C3,1,84715225,P,frz,DFT,83494297,"DFT (frz, P)"
49,-49.24279342965491,LTA,C1N2CN3CN1CN(C2)C3,1,148085883,V,frz,DFT,83494297,"DFT (frz, V)"
50,-49.391105820079076,LTA,C1N2CN3CN1CN(C2)C3,1,84749421,P,frz,DFT,83494298,"DFT (frz, P)"
51,-49.04646898537837,LTA,C1N2CN3CN1CN(C2)C3,1,148085654,V,frz,DFT,83494298,"DFT (frz, V)"
52,-49.50396371940885,LTA,C1N2CN3CN1CN(C2)C3,1,84743913,P,frz,DFT,83494299,"DFT (frz, P)"
53,-49.15103204282859,LTA,C1N2CN3CN1CN(C2)C3,1,148085672,V,frz,DFT,83494299,"DFT (frz, V)"
54,-67.47167332598877,LTA,C1N2CN3CN1CN(C2)C3,2,147915313,P,frz,DFT,83494300,"DFT (frz, P)"
55,-67.92639844925607,LTA,C1N2CN3CN1CN(C2)C3,2,148393103,V,frz,DFT,83494300,"DFT (frz, V)"
56,-104.91731192980794,ATS,CC(C)NC(C)C,1,84770604,P,frz,DFT,83494313,"DFT (frz, P)"
57,-101.5805103683105,ATS,CC(C)NC(C)C,1,148383777,V,frz,DFT,83494313,"DFT (frz, V)"
58,-85.06416170267292,ATS,CC(C)NC(C)C,2,147686716,P,frz,DFT,83494315,"DFT (frz, P)"
59,-83.68135067814416,ATS,CC(C)NC(C)C,2,148085877,V,frz,DFT,83494315,"DFT (frz, V)"
60,-115.84102530829468,GME,NCCNCCNCCN,1,84744991,P,frz,DFT,83494328,"DFT (frz, P)"
61,-114.67497142160808,GME,NCCNCCNCCN,1,148085609,V,frz,DFT,83494328,"DFT (frz, V)"
62,-115.54761831245995,GME,NCCNCCNCCN,1,147669555,P,frz,DFT,83494329,"DFT (frz, P)"
63,-114.08525515189778,GME,NCCNCCNCCN,1,148085351,V,frz,DFT,83494329,"DFT (frz, V)"
64,-69.93542131106202,SSY,C1CCNC1,1,147694545,P,frz,DFT,83494366,"DFT (frz, P)"
65,-63.061850458581596,SSY,C1CCNC1,1,148390496,V,frz,DFT,83494366,"DFT (frz, V)"
66,-71.29721687076363,SSY,C1CCNC1,2,84773056,P,frz,DFT,83494370,"DFT (frz, P)"
67,-62.58926783459191,SSY,C1CCNC1,2,148377484,V,frz,DFT,83494370,"DFT (frz, V)"
