,Binding Energy (kJ/mol/OSDA),Host,Guest SMILES,Guests/Cell,ID,Constant,Metric,Theory,Parent ID,Method
5012,-84.7673322637441,ZON,c1c[nH]cn1,1,137329322,V,MD,FF,83508369,"FF (MD, V)"
5014,-84.75241392749882,MTW,CC(C)(C)CC(C)(C)N,1,147905893,P,opt,DFT,83496922,"DFT (opt, P)"
5030,-84.60935321996094,ATS,CCN(C(C)C)C(C)C,1,84741973,P,opt,DFT,83609025,"DFT (opt, P)"
5032,-84.57106012780044,GME,C1CNCCN1,1,137330577,V,opt,FF,83497296,"FF (opt, V)"
5033,-84.56044031070157,EAB,C1COCCN1,3,147620642,P,opt,DFT,87641875,"DFT (opt, P)"
5043,-84.4560843660107,GME,c1ccncc1,3,90526917,P,opt,DFT,87639388,"DFT (opt, P)"
5044,-84.45559808001384,SFE,CN(C)c1ccncc1,1,137440809,P,frz,FF,83596187,"FF (frz, P)"
5053,-84.37915662366494,SOD,NCCN,1,148198213,V,opt,DFT,83528921,"DFT (opt, V)"
5062,-84.30390097185305,LAU,C1CN2CCN1CC2,1,86477967,P,opt,DFT,83512332,"DFT (opt, P)"
5063,-84.3036893474001,EAB,C1COCCN1,3,148198705,V,opt,DFT,87641875,"DFT (opt, V)"
5065,-84.28958641040394,GME,CCP(CC)CC,1,148085620,V,opt,DFT,83496890,"DFT (opt, V)"
5071,-84.25520965720744,LAU,C1CN2CCN1CC2,1,86045265,P,opt,DFT,83512333,"DFT (opt, P)"
5073,-84.18596697028174,LAU,C1CCNC1,1,147629944,P,opt,DFT,83508363,"DFT (opt, P)"
5077,-84.14820840676634,SOD,C1CCNC1,1,137443217,V,opt,FF,83539886,"FF (opt, V)"
5079,-84.12979701517216,SFE,CN(C)c1ccncc1,1,137348885,V,MD,FF,83596187,"FF (MD, V)"
5082,-84.10924034416718,AFY,CCN(CC)CC,1,137358552,V,MD,FF,83496874,"FF (MD, V)"
5083,-84.09244534198328,ZON,c1c[nH]cn1,1,137364670,V,MD,FF,83508371,"FF (MD, V)"
5088,-84.03758871413567,LTA,C1N2CN3CN1CN(C2)C3,1,137357340,V,MD,FF,83494297,"FF (MD, V)"
5096,-83.94116925113579,SFN,CCN(CC)CC,2,148085376,V,opt,DFT,83533943,"DFT (opt, V)"
5098,-83.86898665663284,SAS,NCCN,1,137440465,V,opt,FF,83595803,"FF (opt, V)"
5103,-83.85295948082043,EAB,C1CNCCN1,3,128830922,P,opt,DFT,87640550,"DFT (opt, P)"
5104,-83.84741857033796,ZON,c1c[nH]cn1,4,148085634,V,opt,DFT,83508379,"DFT (opt, V)"
5116,-83.70025820172997,ZON,c1c[nH]cn1,4,86661965,P,opt,DFT,83508379,"DFT (opt, P)"
5126,-83.59536491423097,DFT,NCCN,1,147618146,P,opt,DFT,83511924,"DFT (opt, P)"
5133,-83.5475570834513,EAB,CCCNCCC,3,147670363,P,opt,DFT,87640733,"DFT (opt, P)"
5135,-83.54057476276498,EAB,C1CCNCC1,3,137440406,P,opt,FF,87644466,"FF (opt, P)"
5137,-83.5155347261788,SOD,c1c[nH]cn1,1,137443718,V,MD,FF,83497236,"FF (MD, V)"
5138,-83.50598381217468,SOD,c1ccncc1,1,137446960,V,frz,FF,83596532,"FF (frz, V)"
5142,-83.47086039750978,SOD,c1c[nH]cn1,2,137443722,V,MD,FF,83497239,"FF (MD, V)"
5145,-83.43876345746628,ASV,CNC,1,137494452,V,frz,FF,83513292,"FF (frz, V)"
5147,-83.39785997760139,RTH,C[C@@H]1CNC[C@H](C)C1,1,137339682,V,MD,FF,83609190,"FF (MD, V)"
5153,-83.29730537101842,ZON,C1CN2CCN1CC2,2,147619982,P,opt,DFT,83507881,"DFT (opt, P)"
5155,-83.29004838880556,EAB,C1CNCCN1,3,148085888,V,opt,DFT,87640550,"DFT (opt, V)"
5170,-83.10857333922775,ASV,CNC,1,137440579,P,frz,FF,83513291,"FF (frz, P)"
5174,-83.0610123500517,SOD,CN(C)C,2,147628310,P,opt,DFT,87650380,"DFT (opt, P)"
5177,-82.96539781416952,OWE,C[C@H](N)CN,1,148085885,V,opt,DFT,83490422,"DFT (opt, V)"
5185,-82.90033197655704,OWE,C[C@H](N)CN,1,147618877,P,opt,DFT,83490422,"DFT (opt, P)"
5187,-82.88812127741193,ASV,CNC,2,137440584,P,frz,FF,83513293,"FF (frz, P)"
5191,-82.84515733111124,OFF,CN(C)C,2,137356068,V,frz,FF,87639396,"FF (frz, V)"
5198,-82.77262088691273,DFT,NCCN,1,137444180,V,MD,FF,83511924,"FF (MD, V)"
5199,-82.76711084153285,SOD,CCN,1,148085642,V,opt,DFT,83493431,"DFT (opt, V)"
5205,-82.691595965837,EAB,CCCNCCC,3,148085592,V,opt,DFT,87640733,"DFT (opt, V)"
5219,-82.53442395924294,BPH,CCN(CC)CC,2,137439279,P,opt,FF,83513277,"FF (opt, P)"
5220,-82.53368198716389,ASV,CNC,1,137494452,V,opt,FF,83513292,"FF (opt, V)"
5221,-82.5270351137564,AFN,NCCCN,1,84797907,P,opt,DFT,83528902,"DFT (opt, P)"
5228,-82.4698226984337,OFF,CN(C)C,2,137356068,V,opt,FF,87639396,"FF (opt, V)"
5230,-82.41620295213454,ATS,CC(C)NC(C)C,2,137448860,V,MD,FF,83494315,"FF (MD, V)"
5233,-82.37398624630812,LAU,C1CCNC1,1,148085387,V,opt,DFT,83508363,"DFT (opt, V)"
5238,-82.26901384086102,NAT,NCCN,4,137317645,V,frz,FF,83599537,"FF (frz, V)"
5241,-82.24341298998107,EAB,NCCN,3,137448257,P,frz,FF,87645690,"FF (frz, P)"
5250,-82.11037678514532,THO,C[C@@H](N)CN,1,137443187,V,frz,FF,83538682,"FF (frz, V)"
5252,-82.0921709708958,SAS,NCCN,1,137317149,V,frz,FF,83595802,"FF (frz, V)"
5258,-82.06215927595798,AWO,CCNCC,4,137357496,V,MD,FF,87650154,"FF (MD, V)"
5271,-81.9103193069808,RTH,CC1CCNCC1,1,148085595,V,opt,DFT,83595460,"DFT (opt, V)"
5279,-81.82359348080678,CHA,C1CCNC1,3,137367932,V,opt,FF,87647694,"FF (opt, V)"
5280,-81.82168291633128,THO,NCCN,1,137440814,V,MD,FF,83519550,"FF (MD, V)"
5283,-81.78390472855074,SOD,Cc1ncc[nH]1,2,147615779,P,opt,DFT,83550147,"DFT (opt, P)"
5285,-81.7400711213634,GME,Cc1ncc[nH]1,3,137367762,V,MD,FF,87641449,"FF (MD, V)"
5286,-81.72175708931964,ZON,c1c[nH]cn1,1,84930372,P,opt,DFT,83508369,"DFT (opt, P)"
5291,-81.69004429570863,SOD,CP(C)C,1,137440972,V,opt,FF,87647250,"FF (opt, V)"
5292,-81.68379783636853,RTH,CC1CCNCC1,1,147618879,P,opt,DFT,83595460,"DFT (opt, P)"
5300,-81.54998398241935,RTH,C1CNCCN1,2,137443662,V,MD,FF,83545667,"FF (MD, V)"
5303,-81.53447909123801,SAS,NCCN,1,137317149,V,opt,FF,83595802,"FF (opt, V)"
5304,-81.50336891733627,CHA,c1c[nH]cn1,7,148902730,V,opt,DFT,87645270,"DFT (opt, V)"
5306,-81.46937851891846,SSY,C1CCNC1,1,137442471,V,frz,FF,83494366,"FF (frz, V)"
5311,-81.37730547656335,GME,C1CN2CCN1CC2,1,148085594,V,opt,DFT,83523039,"DFT (opt, V)"
5316,-81.3031044092499,GME,C1CN2CCN1CC2,1,147614808,P,opt,DFT,83523039,"DFT (opt, P)"
5321,-81.22993339159311,CHA,c1c[nH]cn1,7,137326385,V,frz,FF,87645270,"FF (frz, V)"
5323,-81.2268293232757,AFI,C1CCNCC1,1,137337303,V,MD,FF,83522559,"FF (MD, V)"
5326,-81.1934054293675,LAU,C1CCNC1,2,85714257,P,opt,DFT,83508366,"DFT (opt, P)"
5334,-81.14220646136056,AFI,CC(C)N,1,137354858,V,opt,FF,83511536,"FF (opt, V)"
5346,-80.92455150884909,SOD,CP(C)C,2,90558607,P,opt,DFT,87647253,"DFT (opt, P)"
5348,-80.90001095118839,SOD,CCN,2,148085781,V,opt,DFT,83493434,"DFT (opt, V)"
5349,-80.89751391121327,ZON,C1CN2CCN1CC2,2,137443465,V,frz,FF,83507881,"FF (frz, V)"
5355,-80.82119081019174,GME,c1ccncc1,3,148085775,V,opt,DFT,87639388,"DFT (opt, V)"
5356,-80.82094140103652,AFY,CCN(CC)CC,1,137330573,V,MD,FF,83496873,"FF (MD, V)"
5366,-80.6481461146237,PHI,C1COCCN1,1,137440837,V,MD,FF,83522286,"FF (MD, V)"
5396,-80.30192838860434,AFN,NCCCN,1,148085388,V,opt,DFT,83528902,"DFT (opt, V)"
5400,-80.25116046874112,CGF,c1c[nH]cn1,4,148390368,P,opt,DFT,87645206,"DFT (opt, P)"
5415,-80.00841233892412,ATO,CN(C)C,2,137319738,V,frz,FF,87647523,"FF (frz, V)"
5421,-79.98489790259505,SOD,c1ccncc1,1,137446960,V,opt,FF,83596532,"FF (opt, V)"
5423,-79.98393992795853,SAS,C1CCNCC1,1,137443762,V,MD,FF,83519527,"FF (MD, V)"
5425,-79.96959988229798,AWO,CCNCC,4,137441084,V,MD,FF,87650155,"FF (MD, V)"
5426,-79.96834246967,SOD,CN(C)C,2,148085901,V,opt,DFT,87650380,"DFT (opt, V)"
5427,-79.96189042768299,CHA,Cn1ccnc1,7,137356443,V,opt,FF,124289416,"FF (opt, V)"
5441,-79.84805181425102,PHI,c1c[nH]cn1,2,148085384,V,opt,DFT,83542695,"DFT (opt, V)"
5452,-79.73268914633931,ZON,c1c[nH]cn1,1,148085862,V,opt,DFT,83508369,"DFT (opt, V)"
5460,-79.61705824924587,PHI,c1c[nH]cn1,2,85694555,P,opt,DFT,83542695,"DFT (opt, P)"
5464,-79.58319383309934,LAU,C1CN2CCN1CC2,1,148085765,V,opt,DFT,83512332,"DFT (opt, V)"
5478,-79.44867292025448,STI,CCN(CC)CC,8,126939391,P,opt,DFT,87644812,"DFT (opt, P)"
5479,-79.44679833118279,GME,C1CN2CCN1CC2,1,84813896,P,opt,DFT,83523040,"DFT (opt, P)"
5482,-79.43414524685954,GME,C1CN2CCN1CC2,1,148085894,V,opt,DFT,83523040,"DFT (opt, V)"
5483,-79.4247453815763,CHA,C1COCCN1,2,137440748,P,MD,FF,87647601,"FF (MD, P)"
5485,-79.40833253030075,ATO,CN(C)C,2,137371537,V,frz,FF,87647524,"FF (frz, V)"
5501,-79.08102153388921,CGF,c1c[nH]cn1,4,148085890,V,opt,DFT,87645206,"DFT (opt, V)"
5508,-78.91868547237469,ATS,CC(C)NC(C)C,2,148085877,V,opt,DFT,83494315,"DFT (opt, V)"
5515,-78.85500468147912,RRO,CNC,1,137341663,V,frz,FF,83508739,"FF (frz, V)"
5516,-78.82366287390205,SOD,CP(C)C,2,148085381,V,opt,DFT,87647253,"DFT (opt, V)"
5518,-78.7783337499504,ASV,CNC,1,137340012,V,MD,FF,83513291,"FF (MD, V)"
5519,-78.76858874925827,DFT,CNC,1,84749147,P,MD,DFT,83496981,"DFT (MD, P)"
5520,-78.76669263672173,SOD,CP(C)C,1,148085364,V,opt,DFT,87647250,"DFT (opt, V)"
5523,-78.71333336248851,AFI,C1CCNCC1,1,148085769,V,opt,DFT,83522559,"DFT (opt, V)"
5529,-78.62527314440489,LAU,C1CN2CCN1CC2,1,148085349,V,opt,DFT,83512333,"DFT (opt, V)"
5535,-78.54978496297869,SOD,Cc1ncc[nH]1,1,148085857,V,opt,DFT,83550145,"DFT (opt, V)"
5537,-78.51157834761091,AFY,CCCCN,1,137225458,P,MD,FF,83504873,"FF (MD, P)"
5542,-78.49252382257912,LAU,C1CCNC1,2,148085879,V,opt,DFT,83508366,"DFT (opt, V)"
5548,-78.4080171586826,MTW,CC(C)CN,2,137442752,P,frz,FF,83499561,"FF (frz, P)"
5552,-78.35861474724769,SOD,CN1CCCC1,1,148085884,V,opt,DFT,87648304,"DFT (opt, V)"
5557,-78.30144526789955,EAB,C1COCCN1,3,137448187,P,frz,FF,87641875,"FF (frz, P)"
5562,-78.2547753206169,SFE,CN(C)c1ccncc1,1,137440807,P,frz,FF,83596186,"FF (frz, P)"
5565,-78.2296862439318,GME,Cc1ncc[nH]1,3,147631799,P,opt,DFT,87641449,"DFT (opt, P)"
5571,-78.16315232955814,ASV,CNC,2,137335551,V,MD,FF,83513293,"FF (MD, V)"
5573,-78.11245178079125,CHA,Cn1ccnc1,7,137331520,V,MD,FF,124289418,"FF (MD, V)"
5575,-78.10792949413973,LAU,C1CCNC1,1,137443569,P,frz,FF,83508363,"FF (frz, P)"
5576,-78.08496398503173,SOD,CP(C)C,2,137440975,V,MD,FF,87647253,"FF (MD, V)"
5584,-78.02944254909814,CHA,Cn1ccnc1,7,137331520,V,opt,FF,124289418,"FF (opt, V)"
5585,-78.02636080810977,AFI,C1COCCN1,1,137443687,V,frz,FF,83511765,"FF (frz, V)"
5586,-78.01666499871584,SOD,Cc1ncc[nH]1,1,148085334,V,opt,DFT,83550143,"DFT (opt, V)"
5595,-77.91006452255468,SOD,C1CCNC1,1,148085688,V,MD,DFT,83539886,"DFT (MD, V)"
5600,-77.80280288397599,NAT,NCCN,2,137440479,V,frz,FF,83599532,"FF (frz, V)"
5601,-77.80200157342664,SOD,CCN,1,148085711,V,opt,DFT,83493429,"DFT (opt, V)"
5607,-77.66799394074582,SOD,CN1CCCC1,1,90562949,P,MD,DFT,87648304,"DFT (MD, P)"
5616,-77.53048685978402,TON,c1ccncc1,1,137441069,V,MD,FF,83530453,"FF (MD, V)"
5619,-77.51230827196275,AFY,CCCCN,1,137443752,V,frz,FF,83504873,"FF (frz, V)"
5620,-77.48895328964309,AFY,CCN(CC)CC,1,84751962,P,MD,DFT,83496873,"DFT (MD, P)"
5623,-77.45567718067026,AFY,CCCCN,1,137443752,V,opt,FF,83504873,"FF (opt, V)"
5627,-77.41637774666683,GME,C1CNCCN1,1,137365141,V,opt,FF,83497297,"FF (opt, V)"
5630,-77.39377761726489,VET,NC1CCCC1,1,148085639,V,MD,DFT,83596202,"DFT (MD, V)"
5631,-77.38917832293488,CHA,Cn1ccnc1,7,137356443,V,MD,FF,124289416,"FF (MD, V)"
5633,-77.36472833006803,CHA,c1c[nH]cn1,7,137326385,V,opt,FF,87645270,"FF (opt, V)"
5639,-77.28007964040114,SOD,CCN,1,137358926,V,MD,FF,83493431,"FF (MD, V)"
5646,-77.1883863222692,RRO,CNC,2,137351580,V,frz,FF,83508741,"FF (frz, V)"
5652,-77.1083778037966,RRO,CNC,2,137490907,V,frz,FF,83508743,"FF (frz, V)"
5658,-76.99707057451997,EAB,CCCNCCC,3,137447115,V,opt,FF,87640733,"FF (opt, V)"
5660,-76.98479217485098,VET,NC1CCCC1,1,84756488,P,opt,DFT,83596202,"DFT (opt, P)"
5668,-76.82803875369996,SOD,Cc1ncc[nH]1,2,147620159,P,opt,DFT,83550146,"DFT (opt, P)"
5669,-76.8062789028472,THO,C[C@@H](N)CN,1,147609040,P,opt,DFT,83538682,"DFT (opt, P)"
5681,-76.68930444773811,CHA,CN1CCCC1,2,91322278,P,opt,DFT,87638706,"DFT (opt, P)"
5682,-76.68616288585199,CHA,CN1CCCC1,2,148085637,V,opt,DFT,87638706,"DFT (opt, V)"
5684,-76.64206475466257,DFT,NCCN,1,148085340,V,opt,DFT,83511924,"DFT (opt, V)"
5688,-76.63006825290456,ZON,C1CN2CCN1CC2,2,148085692,V,opt,DFT,83507881,"DFT (opt, V)"
5689,-76.62271053339808,SOD,NCCN,1,137318989,V,MD,FF,83528921,"FF (MD, V)"
5692,-76.61365750522086,EAB,NCCN,3,137447038,V,MD,FF,87645690,"FF (MD, V)"
5697,-76.54219666362442,STI,CCN(CC)CC,8,148604563,V,opt,DFT,87644812,"DFT (opt, V)"
5702,-76.5253319952627,RRO,CNC,1,137504566,V,frz,FF,83508740,"FF (frz, V)"
5705,-76.4892589676092,MRE,CCN,1,137329610,V,MD,FF,87650217,"FF (MD, V)"
5706,-76.47075411149169,AFI,CCCN,1,137443641,V,opt,FF,83508399,"FF (opt, V)"
5708,-76.45101948741286,CHA,C1CCNCC1,2,147907767,P,opt,DFT,87640073,"DFT (opt, P)"
5714,-76.39063557838406,BPH,CCN(CC)CC,1,137441058,V,MD,FF,83513275,"FF (MD, V)"
5715,-76.37641173449673,THO,C[C@@H](N)CN,1,148085391,V,opt,DFT,83538682,"DFT (opt, V)"
5717,-76.35379171703873,GME,C[C@@H]1CNC[C@H](C)C1,2,90599606,P,opt,DFT,87640361,"DFT (opt, P)"
5725,-76.23050012441733,EAB,CCCN,4,137447152,V,MD,FF,87649370,"FF (MD, V)"
5726,-76.22698299611149,THO,NCCN,1,137321809,V,frz,FF,83519548,"FF (frz, V)"
5731,-76.15815834830569,SOD,CCN,2,137490930,V,MD,FF,83493434,"FF (MD, V)"
5732,-76.15309068181124,PHI,C1CN2CCN1CC2,1,137328820,V,frz,FF,83595468,"FF (frz, V)"
5737,-76.06961399865486,SSY,C1CCNC1,2,148377484,V,opt,DFT,83494370,"DFT (opt, V)"
5743,-76.00902853842621,SAS,NCCN,1,137317149,V,MD,FF,83595802,"FF (MD, V)"
5744,-76.00866953132152,SSY,C1CCNC1,2,137442474,V,frz,FF,83494370,"FF (frz, V)"
5751,-75.94801500235688,SOD,CCN,2,148085655,V,opt,DFT,83493432,"DFT (opt, V)"
5753,-75.93349685687993,GME,C1CNCCN1,1,137441130,P,frz,FF,83497296,"FF (frz, P)"
5759,-75.83982621888309,OFF,C1CN2CCN1CC2,2,137350066,V,MD,FF,87646956,"FF (MD, V)"
5762,-75.8298904953241,SOD,NCCN,1,84751300,P,MD,DFT,83528921,"DFT (MD, P)"
5780,-75.55495601715599,AFR,c1ccncc1,2,137440624,V,frz,FF,83509654,"FF (frz, V)"
5781,-75.53199154712736,DFT,NCCN,1,137329683,V,frz,FF,83511923,"FF (frz, V)"
5782,-75.5059143026071,LTA,C1CNCCN1,1,137356815,V,MD,FF,83500750,"FF (MD, V)"
5783,-75.50574064774908,GME,C1CNCCN1,1,137330577,V,MD,FF,83497296,"FF (MD, V)"
5787,-75.46439296998092,SOD,CN(C)C,2,137441098,V,frz,FF,87650380,"FF (frz, V)"
5791,-75.43035584510433,GME,CN(C)C,4,137440964,V,frz,FF,87646422,"FF (frz, V)"
5793,-75.39890597397256,AFR,c1ccncc1,2,137440624,V,opt,FF,83509654,"FF (opt, V)"
5796,-75.3761475296162,SOD,CCN,2,137448842,V,MD,FF,83493432,"FF (MD, V)"
5798,-75.34897337573318,RTH,C1CCNCC1,1,137444115,V,opt,FF,83500855,"FF (opt, V)"
5806,-75.19788653719715,ATO,CN(C)C,2,148090047,P,opt,DFT,87647524,"DFT (opt, P)"
5808,-75.19052519002408,AFY,CCCCN,1,137443753,V,frz,FF,83504878,"FF (frz, V)"
5809,-75.1807382455023,RTE,CN1C(C)(C)CCCC1(C)C,2,137362565,V,MD,FF,83494080,"FF (MD, V)"
5826,-75.02603064179412,SOD,C1COCCN1,1,137330258,V,MD,FF,87645142,"FF (MD, V)"
5834,-74.95830434071615,ASV,CNC,1,137318295,V,MD,FF,83513290,"FF (MD, V)"
5836,-74.90392713749009,DFT,CNC,1,147619863,P,opt,DFT,83496980,"DFT (opt, P)"
5839,-74.8799051884017,ASV,CNC,1,137440579,P,opt,FF,83513291,"FF (opt, P)"
5840,-74.86971151478086,ASV,CNC,1,137440578,P,frz,FF,83513290,"FF (frz, P)"
5842,-74.84581982086675,ASV,CNC,1,137440581,P,frz,FF,83513292,"FF (frz, P)"
5846,-74.78928707524105,RTH,c1ccncc1,2,137338371,V,MD,FF,83527981,"FF (MD, V)"
5847,-74.78625678888405,ASV,CNC,1,137494452,V,MD,FF,83513292,"FF (MD, V)"
5849,-74.7687811204145,THO,NCCN,1,84706965,P,opt,DFT,83519550,"DFT (opt, P)"
5852,-74.75423424883537,SOD,C1COCCN1,1,129271112,P,MD,DFT,87645142,"DFT (MD, P)"
5856,-74.7445169931836,THO,NCCN,1,147613147,P,opt,DFT,83519548,"DFT (opt, P)"
5857,-74.72489632314276,AFI,C1CN2CCN1CC2,1,137335778,V,MD,FF,83524052,"FF (MD, V)"
5858,-74.7156032385842,CHA,C1CCNCC1,2,148085891,V,opt,DFT,87640073,"DFT (opt, V)"
5865,-74.63703572830184,ATO,CN(C)C,2,124632875,P,opt,DFT,87647523,"DFT (opt, P)"
5875,-74.50715539733639,DFT,CNC,1,147619861,P,opt,DFT,83496981,"DFT (opt, P)"
5876,-74.49677509196808,SOD,CP(C)C,1,137440972,V,MD,FF,87647250,"FF (MD, V)"
5878,-74.47104046118196,GME,CN(C)C,4,137440964,V,opt,FF,87646422,"FF (opt, V)"
5883,-74.40838916860403,SOD,Cc1ncc[nH]1,2,148197745,V,opt,DFT,83550146,"DFT (opt, V)"
5895,-74.26020942885195,SOD,CCN,1,137361944,V,MD,FF,83493429,"FF (MD, V)"
5896,-74.25616332092004,VET,NC1CCCC1,1,148085639,V,opt,DFT,83596202,"DFT (opt, V)"
5901,-74.22388236046325,RUT,C1CCNC1,4,137352105,V,MD,FF,87638181,"FF (MD, V)"
5917,-73.99842740334496,GME,CN(C)C,4,137327057,V,frz,FF,87646424,"FF (frz, V)"
5925,-73.88332156998355,EAB,C1CNCCN1,3,137441150,P,MD,FF,87640550,"FF (MD, P)"
5926,-73.87713040608148,AFY,CCCNCCC,1,137365228,V,opt,FF,83500162,"FF (opt, V)"
5943,-73.61098145139404,RRO,CNC,1,137354608,V,frz,FF,83508738,"FF (frz, V)"
5945,-73.51681564252642,THO,NCCN,1,148085659,V,opt,DFT,83519550,"DFT (opt, V)"
5946,-73.51042300792182,RRO,CNC,2,137351580,V,opt,FF,83508741,"FF (opt, V)"
5950,-73.38223309969354,DFT,CNC,1,147620743,P,opt,DFT,83496982,"DFT (opt, P)"
5954,-73.36455891953116,RTH,CC1CCNCC1,1,147627128,P,opt,DFT,83595462,"DFT (opt, P)"
5959,-73.30025000923501,BPH,CCN(CC)CC,2,147919558,P,opt,DFT,83513277,"DFT (opt, P)"
5961,-73.28933189169481,GME,Cc1ncc[nH]1,3,148482161,V,opt,DFT,87641449,"DFT (opt, V)"
5967,-73.18243854400352,RRO,CNC,2,137490907,V,opt,FF,83508743,"FF (opt, V)"
5969,-73.17007705519246,SOD,c1ccncc1,1,84770282,P,MD,DFT,83596531,"DFT (MD, P)"
5971,-73.15676017195689,EAB,C1CCNCC1,3,137440406,P,MD,FF,87644466,"FF (MD, P)"
5973,-73.1030735825923,BPH,CCN(CC)CC,2,148393037,V,opt,DFT,83513277,"DFT (opt, V)"
5977,-73.08605405529623,GME,CN(C)C,4,137327057,V,opt,FF,87646424,"FF (opt, V)"
5985,-72.97147870755732,RTH,CC1CCNCC1,1,148085593,V,opt,DFT,83595462,"DFT (opt, V)"
5989,-72.92045716950675,LAU,C1CCNC1,2,137325332,V,MD,FF,83508366,"FF (MD, V)"
5996,-72.84810968814364,PHI,C1CN2CCN1CC2,2,148086270,P,opt,DFT,83595469,"DFT (opt, P)"
5999,-72.82048787191779,EAB,CCCN,4,147618147,P,opt,DFT,87649370,"DFT (opt, P)"
6009,-72.67700021686312,CHA,C1CNCCN1,2,148085907,V,opt,DFT,87638300,"DFT (opt, V)"
6010,-72.65344091484302,AFI,CN1CCNCC1,1,148085652,V,opt,DFT,83542591,"DFT (opt, V)"
6013,-72.63076059408736,CHA,C1CNCCN1,2,147615182,P,opt,DFT,87638300,"DFT (opt, P)"
6020,-72.58065528712945,RRO,CNC,1,137354608,V,opt,FF,83508738,"FF (opt, V)"
6033,-72.42216513030715,RRO,CNC,2,137443659,P,frz,FF,83508743,"FF (frz, P)"
6034,-72.36262259460776,MRE,CCN,1,137329610,V,frz,FF,87650217,"FF (frz, V)"
6039,-72.28199849982045,EAB,CCCN,4,148085379,V,opt,DFT,87649370,"DFT (opt, V)"
6045,-72.23461697333353,SSY,C1CCNC1,2,137442474,V,opt,FF,83494370,"FF (opt, V)"
6058,-71.96099423373734,LAU,C1CCNC1,1,137337322,V,MD,FF,83508363,"FF (MD, V)"
6062,-71.95086716732547,SOD,CN(C)C,2,137441098,V,opt,FF,87650380,"FF (opt, V)"
6066,-71.90879715747684,RRO,CNC,1,137341663,V,opt,FF,83508739,"FF (opt, V)"
6068,-71.86276028288394,RTH,C1CCCNCC1,1,137355396,V,MD,FF,83597294,"FF (MD, V)"
6082,-71.66674396314592,GME,CCP(CC)CC,2,84751298,P,opt,DFT,83496892,"DFT (opt, P)"
6090,-71.44796978097236,THO,NCCCN,2,137487327,V,frz,FF,83600137,"FF (frz, V)"
6096,-71.38922759097241,THO,NCCCN,2,84743917,P,opt,DFT,83600137,"DFT (opt, P)"
6099,-71.37057070786554,SOD,Cc1ncc[nH]1,2,148085895,V,opt,DFT,83550147,"DFT (opt, V)"
6101,-71.35047640973777,ATS,CC(C)NC(C)C,1,137332592,V,MD,FF,83494313,"FF (MD, V)"
6103,-71.33859113234962,RTH,CN1CCCCC1,2,148085878,V,opt,DFT,83596519,"DFT (opt, V)"
6105,-71.31613128052457,EAB,C1CNCCN1,3,137441150,P,frz,FF,87640550,"FF (frz, P)"
6106,-71.30087309267483,SAV,CCN(CC)CC,5,148932804,V,opt,DFT,87638479,"DFT (opt, V)"
6107,-71.28273288843448,RTH,CN1CCCCC1,2,147624684,P,opt,DFT,83596519,"DFT (opt, P)"
6109,-71.25708889041391,CHA,c1c[nH]cn1,7,137326385,V,MD,FF,87645270,"FF (MD, V)"
6114,-71.2366828593144,GME,CCP(CC)CC,2,147627109,P,opt,DFT,83496891,"DFT (opt, P)"
6124,-71.07190089503366,PHI,C1CN2CCN1CC2,1,147631795,P,opt,DFT,83595466,"DFT (opt, P)"
6125,-71.07107884014987,OFF,C1CCNCC1,2,137446160,P,frz,FF,87638146,"FF (frz, P)"
6135,-70.88158891619435,RRO,CNC,2,137443657,P,frz,FF,83508741,"FF (frz, P)"
6136,-70.87547822857353,OWE,C[C@@H](N)CN,2,148085617,V,MD,DFT,83490423,"DFT (MD, V)"
6148,-70.72056987925151,AFY,CCN(CC)CC,1,147629468,P,opt,DFT,83496873,"DFT (opt, P)"
6151,-70.67798319053172,AFY,CCCNCCC,1,87638176,P,opt,DFT,83500162,"DFT (opt, P)"
6152,-70.66518103639281,ZON,c1c[nH]cn1,4,137443644,P,frz,FF,83508379,"FF (frz, P)"
6153,-70.66384809175321,AFY,CCCNCCC,1,148085905,V,opt,DFT,83500162,"DFT (opt, V)"
6158,-70.57990876151995,NAT,NCCN,2,147618148,P,opt,DFT,83599532,"DFT (opt, P)"
6160,-70.56395748119617,OFF,CN(C)C,2,137356068,V,MD,FF,87639396,"FF (MD, V)"
6161,-70.5559090040455,PHI,C1CN2CCN1CC2,2,137440461,V,frz,FF,83595469,"FF (frz, V)"
6167,-70.47979897476026,THO,NCCCN,2,148085676,V,opt,DFT,83600137,"DFT (opt, V)"
6172,-70.3913185631273,AFI,CC(C)N,1,137354858,V,frz,FF,83511536,"FF (frz, V)"
6176,-70.365506811424,DFT,NCCN,1,84744838,P,opt,DFT,83511923,"DFT (opt, P)"
6183,-70.24397969668703,RRO,CNC,1,137443655,P,frz,FF,83508739,"FF (frz, P)"
6186,-70.21377689826583,ASV,CNC,1,84758941,P,opt,DFT,83513290,"DFT (opt, P)"
6187,-70.21116311105501,AFY,CCN(CC)CC,1,148085367,V,opt,DFT,83496873,"DFT (opt, V)"
6195,-70.08071110459413,ASV,CNC,1,148085382,V,opt,DFT,83513290,"DFT (opt, V)"
6200,-70.03611655645744,ASV,CNC,1,84743372,P,opt,DFT,83513292,"DFT (opt, P)"
6207,-69.9790628594822,MTW,CC(C)(C)CC(C)(C)N,1,137442383,V,frz,FF,83496922,"FF (frz, V)"
