ID,Framework,Total Energy (kJ/mol Si),Method,Optimizer
137371318,MAR,204.01638666861086,opt,BFGS + RFO (G < 0.05)
137336214,MAR,204.01638697682787,opt,CG + RFO (G < 0.10)
137336214,MAR,219.18670917756012,MD,CG + RFO (G < 0.10)
137352643,MAZ,179.9418999674987,MD,CG + RFO (G < 0.10)
137326381,MAZ,165.5642716058753,opt,Lower + RFO
137352643,MAZ,164.5805569616746,opt,CG + RFO (G < 0.10)
137326381,MAZ,179.94083403030942,MD,Lower + RFO
137361737,MAZ,179.958960551438,MD,BFGS + RFO (G < 0.15)
137361737,MAZ,164.58055690807166,opt,BFGS + RFO (G < 0.15)
137364228,MAZ,164.58055690807166,opt,BFGS + RFO (G < 0.05)
137364228,MAZ,179.958960551438,MD,BFGS + RFO (G < 0.05)
137334044,MEI,161.55541398444117,MD,BFGS + RFO (G < 0.05)
137334044,MEI,146.5362877069887,opt,BFGS + RFO (G < 0.05)
137355646,MEI,146.53315956791434,opt,CG + RFO (G < 0.10)
137353265,MEI,146.5169257148742,opt,BFGS + RFO (G < 0.15)
137355646,MEI,161.53734263895396,MD,CG + RFO (G < 0.10)
137353265,MEI,161.567781804181,MD,BFGS + RFO (G < 0.15)
137316229,MEL,192.56799756832865,MD,BFGS + RFO (G < 0.05)
137351365,MEL,179.9044886601516,opt,Lower + RFO
137351365,MEL,194.2135327646625,MD,Lower + RFO
137322114,MEL,193.82069256033893,MD,BFGS + RFO (G < 0.15)
137322114,MEL,179.85631610483256,opt,BFGS + RFO (G < 0.15)
137316229,MEL,179.84326216422514,opt,BFGS + RFO (G < 0.05)
137362053,MEP,296.5782024709263,opt,BFGS + RFO (G < 0.15)
137327820,MEP,245.5113386244603,MD,BFGS + RFO (G < 0.05)
137362053,MEP,245.5113386244603,MD,BFGS + RFO (G < 0.15)
137327820,MEP,296.5782024709263,opt,BFGS + RFO (G < 0.05)
137370033,MEP,246.20876802555694,MD,CG + RFO (G < 0.10)
137369934,MEP,244.78116636793357,MD,Lower + RFO
137370033,MEP,234.28556655866763,opt,CG + RFO (G < 0.10)
137369934,MEP,235.07710161322987,opt,Lower + RFO
137347733,MER,186.34097369976004,MD,BFGS + RFO (G < 0.15)
137347733,MER,171.24483164892555,opt,BFGS + RFO (G < 0.15)
137348995,MER,186.32257724483387,MD,Lower + RFO
137348995,MER,171.24482588995824,opt,Lower + RFO
137316446,MER,171.2448635493831,opt,BFGS + RFO (G < 0.05)
137316446,MER,186.34067712994568,MD,BFGS + RFO (G < 0.05)
137325771,MFI,174.4130027106497,MD,Lower + RFO
137318125,MFI,161.19941670105632,opt,BFGS + RFO (G < 0.05)
137325771,MFI,161.46167009126816,opt,Lower + RFO
137318125,MFI,174.41019375936483,MD,BFGS + RFO (G < 0.05)
137362459,MFI,159.20197408391928,opt,BFGS + RFO (G < 0.15)
137362459,MFI,174.4090663286236,MD,BFGS + RFO (G < 0.15)
137325889,MFS,188.4341703727329,opt,BFGS + RFO (G < 0.15)
137321156,MFS,200.818574258289,MD,Lower + RFO
137321156,MFS,185.54841494071312,opt,Lower + RFO
137325889,MFS,198.90866829014305,MD,BFGS + RFO (G < 0.15)
137338730,MFS,199.01812113390116,MD,CG + RFO (G < 0.10)
137338730,MFS,187.839853042394,opt,CG + RFO (G < 0.10)
137340401,MFS,200.7408145643637,MD,BFGS + RFO (G < 0.05)
137340401,MFS,185.5484148335072,opt,BFGS + RFO (G < 0.05)
137337015,MON,216.90422083782062,MD,Lower + RFO
137337015,MON,202.27927249933094,opt,Lower + RFO
137320861,MON,216.84672912676962,MD,CG + RFO (G < 0.10)
139635969,MON,213.0958817322825,opt,BFGS + RFO (G < 0.05)
137320861,MON,209.1898785096667,opt,CG + RFO (G < 0.10)
137323197,MOR,202.8190631637938,MD,BFGS + RFO (G < 0.05)
137320009,MOR,202.28074364375559,MD,BFGS + RFO (G < 0.15)
137320009,MOR,189.77517424889922,opt,BFGS + RFO (G < 0.15)
137323197,MOR,187.28092776548178,opt,BFGS + RFO (G < 0.05)
137331314,MOZ,157.50729172958884,MD,BFGS + RFO (G < 0.05)
137324634,MOZ,158.30886559420992,MD,Lower + RFO
137324634,MOZ,143.94897402772423,opt,Lower + RFO
137354725,MOZ,157.5839974281102,MD,BFGS + RFO (G < 0.15)
137354725,MOZ,143.33550656884148,opt,BFGS + RFO (G < 0.15)
137331314,MOZ,143.48538271320746,opt,BFGS + RFO (G < 0.05)
137324687,MRE,168.28130347426313,opt,CG + RFO (G < 0.10)
137327148,MRE,183.59035035134787,MD,BFGS + RFO (G < 0.05)
137327148,MRE,168.18940267828484,opt,BFGS + RFO (G < 0.05)
137324687,MRE,182.32501212892765,MD,CG + RFO (G < 0.10)
137373383,MRE,183.17401235766286,MD,Lower + RFO
137373383,MRE,168.1894018541394,opt,Lower + RFO
137342975,MRT,175.60041950767624,opt,BFGS + RFO (G < 0.15)
137342975,MRT,190.7537992999592,MD,BFGS + RFO (G < 0.15)
137343891,MRT,176.4887095580548,opt,Lower + RFO
137316060,MRT,191.06890790960577,MD,BFGS + RFO (G < 0.05)
137316060,MRT,176.48861524365856,opt,BFGS + RFO (G < 0.05)
137343891,MRT,190.81958385950347,MD,Lower + RFO
137331324,MSE,168.97307451046098,opt,CG + RFO (G < 0.10)
137342398,MSE,162.79211905106803,opt,BFGS + RFO (G < 0.05)
137342398,MSE,178.0329838557988,MD,BFGS + RFO (G < 0.05)
137353812,MSE,164.21061923513966,opt,BFGS + RFO (G < 0.15)
137353812,MSE,178.2891128383228,MD,BFGS + RFO (G < 0.15)
137331324,MSE,178.7895020563361,MD,CG + RFO (G < 0.10)
137344761,MSE,178.03249526018797,MD,Lower + RFO
137344761,MSE,162.79211904245327,opt,Lower + RFO
137325415,MSO,175.9997871661189,MD,CG + RFO (G < 0.10)
137325415,MSO,160.69182522703218,opt,CG + RFO (G < 0.10)
137320955,MSO,160.69182522703218,opt,BFGS + RFO (G < 0.15)
137320955,MSO,176.04080241124535,MD,BFGS + RFO (G < 0.15)
137367652,MSO,176.0200784693839,MD,Lower + RFO
137367652,MSO,160.69182546288516,opt,Lower + RFO
137319160,MSO,176.01648285742624,MD,BFGS + RFO (G < 0.05)
137319160,MSO,160.69182525919396,opt,BFGS + RFO (G < 0.05)
137333309,MTF,185.55368381773945,MD,CG + RFO (G < 0.10)
137333309,MTF,177.96674333622585,opt,CG + RFO (G < 0.10)
137335827,MTF,180.1389929274288,opt,BFGS + RFO (G < 0.05)
137327704,MTF,186.7798635490394,MD,Lower + RFO
137348860,MTF,186.77274342931454,MD,BFGS + RFO (G < 0.15)
137348860,MTF,180.13900351888506,opt,BFGS + RFO (G < 0.15)
137327704,MTF,180.13901150085215,opt,Lower + RFO
137335827,MTF,186.92257318721343,MD,BFGS + RFO (G < 0.05)
137316154,MTN,262.67338137736675,opt,Lower + RFO
137316154,MTN,273.40309241721064,MD,Lower + RFO
137331216,MTT,200.1367438775242,opt,Lower + RFO
137331216,MTT,212.25132296723862,MD,Lower + RFO
137372065,MTT,212.13466061532105,MD,CG + RFO (G < 0.10)
137372065,MTT,199.10301150019436,opt,CG + RFO (G < 0.10)
139584415,MTT,194.8063159163661,opt,BFGS + RFO (G < 0.15)
137326290,MTT,212.03432644510724,MD,BFGS + RFO (G < 0.05)
137326290,MTT,303.4879167052427,opt,BFGS + RFO (G < 0.05)
137333154,MTW,190.3726773134877,MD,CG + RFO (G < 0.10)
137333154,MTW,179.99171135697554,opt,CG + RFO (G < 0.10)
137361017,MTW,190.38486278606817,MD,BFGS + RFO (G < 0.15)
137361017,MTW,179.99171139143456,opt,BFGS + RFO (G < 0.15)
137337290,MTW,181.30735517917142,opt,BFGS + RFO (G < 0.05)
137337290,MTW,190.3761156424343,MD,BFGS + RFO (G < 0.05)
137341696,MWW,175.65229506556233,opt,Lower + RFO
137359936,MWW,189.66680118963518,MD,BFGS + RFO (G < 0.15)
137359936,MWW,175.05581488286097,opt,BFGS + RFO (G < 0.15)
137341696,MWW,190.35107697875839,MD,Lower + RFO
137368759,MWW,189.66680118963518,MD,BFGS + RFO (G < 0.05)
137321147,MWW,175.07456906872363,opt,CG + RFO (G < 0.10)
137321147,MWW,189.6779910542124,MD,CG + RFO (G < 0.10)
137368759,MWW,175.05581488286097,opt,BFGS + RFO (G < 0.05)
137368527,NAB,147.84959418984005,opt,BFGS + RFO (G < 0.15)
137368527,NAB,162.74899939227308,MD,BFGS + RFO (G < 0.15)
137319407,NAB,162.8105607300093,MD,CG + RFO (G < 0.10)
137319407,NAB,147.84959418984005,opt,CG + RFO (G < 0.10)
137337025,NAB,147.849594479296,opt,BFGS + RFO (G < 0.05)
137373244,NAB,162.84136099017365,MD,Lower + RFO
137373244,NAB,147.84959418984005,opt,Lower + RFO
137337025,NAB,162.79776766865712,MD,BFGS + RFO (G < 0.05)
139604823,NAT,173.0857823241523,opt,BFGS + RFO (G < 0.05)
137320833,NAT,188.13170644242444,MD,CG + RFO (G < 0.10)
137320833,NAT,181.04972106049996,opt,CG + RFO (G < 0.10)
137330151,NAT,173.08575058048336,opt,Lower + RFO
137330151,NAT,188.14513954500055,MD,Lower + RFO
137354714,NES,192.8312883628321,opt,CG + RFO (G < 0.10)
137354714,NES,204.47658796597776,MD,CG + RFO (G < 0.10)
137355864,NES,204.90544604935988,MD,BFGS + RFO (G < 0.05)
137355864,NES,190.56648973546595,opt,BFGS + RFO (G < 0.05)
137347926,NES,204.40111132120728,MD,BFGS + RFO (G < 0.15)
137315929,NES,190.56022980364529,opt,Lower + RFO
137315929,NES,204.79654894231655,MD,Lower + RFO
137347926,NES,193.54517271502712,opt,BFGS + RFO (G < 0.15)
139594682,NON,227.70651571498195,opt,Lower + RFO
137350006,NON,230.41320787581228,opt,BFGS + RFO (G < 0.15)
137321201,NON,241.33214671438174,MD,BFGS + RFO (G < 0.05)
137321201,NON,230.8217726433421,opt,BFGS + RFO (G < 0.05)
137350006,NON,243.67009320647193,MD,BFGS + RFO (G < 0.15)
137318906,NON,227.7090053321657,opt,CG + RFO (G < 0.10)
137318906,NON,242.26352969985206,MD,CG + RFO (G < 0.10)
137356047,NPO,62.39379433358623,opt,BFGS + RFO (G < 0.15)
137356047,NPO,77.14122828650386,MD,BFGS + RFO (G < 0.15)
137368386,NPO,77.14122828650386,MD,BFGS + RFO (G < 0.05)
137368386,NPO,62.39379433358623,opt,BFGS + RFO (G < 0.05)
137337698,NPO,62.393792886306485,opt,Lower + RFO
137337698,NPO,77.17391836518013,MD,Lower + RFO
137336701,NPO,77.02719621450942,MD,CG + RFO (G < 0.10)
137336701,NPO,62.36128505368605,opt,CG + RFO (G < 0.10)
137361931,NPT,149.72532223641062,MD,BFGS + RFO (G < 0.15)
137361931,NPT,134.65690671727552,opt,BFGS + RFO (G < 0.15)
137340667,NPT,149.68514907048544,MD,Lower + RFO
137340667,NPT,134.6568978191853,opt,Lower + RFO
137369231,NPT,149.72532223641062,MD,BFGS + RFO (G < 0.05)
137369231,NPT,134.65690671727552,opt,BFGS + RFO (G < 0.05)
137344398,NPT,149.72784163900417,MD,CG + RFO (G < 0.10)
137344398,NPT,134.65690328668651,opt,CG + RFO (G < 0.10)
137338465,NSI,231.24737685612868,MD,BFGS + RFO (G < 0.15)
137338465,NSI,222.24811201010388,opt,BFGS + RFO (G < 0.15)
137330198,NSI,219.47425888054622,opt,CG + RFO (G < 0.10)
137330198,NSI,234.9354739879389,MD,CG + RFO (G < 0.10)
139587240,NSI,219.47425888054622,opt,BFGS + RFO (G < 0.05)
137316730,OBW,134.58204414517513,MD,BFGS + RFO (G < 0.05)
137316730,OBW,119.62023531395376,opt,BFGS + RFO (G < 0.05)
137323133,OBW,119.61927633878211,opt,BFGS + RFO (G < 0.15)
137356363,OBW,119.62025640107343,opt,CG + RFO (G < 0.10)
137356363,OBW,134.5948451270886,MD,CG + RFO (G < 0.10)
137323133,OBW,134.5776957039232,MD,BFGS + RFO (G < 0.15)
137355100,OBW,119.61963318210559,opt,Lower + RFO
137355100,OBW,134.58065308476301,MD,Lower + RFO
137370680,OFF,170.60503838713822,opt,BFGS + RFO (G < 0.05)
137321116,OFF,170.6050350101522,opt,BFGS + RFO (G < 0.15)
137341867,OFF,170.60515068532533,opt,Lower + RFO
137321116,OFF,185.1546960105424,MD,BFGS + RFO (G < 0.15)
137341867,OFF,185.28225086832046,MD,Lower + RFO
137370680,OFF,185.05219623298692,MD,BFGS + RFO (G < 0.05)
137342643,OFF,170.6050165171333,opt,CG + RFO (G < 0.10)
137342643,OFF,185.11597980084068,MD,CG + RFO (G < 0.10)
137329179,OKO,168.62306802065433,opt,Lower + RFO
137329179,OKO,180.45512075057846,MD,Lower + RFO
137349980,OKO,168.6230857853037,opt,BFGS + RFO (G < 0.05)
137362875,OKO,169.07451759201734,opt,BFGS + RFO (G < 0.15)
137362875,OKO,182.2362832706985,MD,BFGS + RFO (G < 0.15)
137333975,OKO,180.9107225338004,MD,CG + RFO (G < 0.10)
137333975,OKO,169.1896139746457,opt,CG + RFO (G < 0.10)
137349980,OKO,181.24219037307358,MD,BFGS + RFO (G < 0.05)
137364439,OSI,188.41826459755353,opt,BFGS + RFO (G < 0.05)
137359372,OSI,205.22774318924914,MD,CG + RFO (G < 0.10)
137359372,OSI,192.82450646318892,opt,CG + RFO (G < 0.10)
137364439,OSI,201.88384728543934,MD,BFGS + RFO (G < 0.05)
137367812,OSI,201.88384728543934,MD,BFGS + RFO (G < 0.15)
137367812,OSI,188.41826459755353,opt,BFGS + RFO (G < 0.15)
137347360,OSI,206.7844077942255,MD,Lower + RFO
137347360,OSI,191.06125423088122,opt,Lower + RFO
137358841,OSO,114.83227610974892,MD,BFGS + RFO (G < 0.15)
137321818,OSO,114.83227610974892,MD,BFGS + RFO (G < 0.05)
137358841,OSO,100.56945501925601,opt,BFGS + RFO (G < 0.15)
137321818,OSO,100.56945501925601,opt,BFGS + RFO (G < 0.05)
137371012,OSO,114.95937489263004,MD,CG + RFO (G < 0.10)
137371012,OSO,100.56945459043237,opt,CG + RFO (G < 0.10)
137351107,OWE,177.68714994767973,opt,BFGS + RFO (G < 0.05)
137351107,OWE,193.42717410185583,MD,BFGS + RFO (G < 0.05)
137346881,OWE,193.24474161122464,MD,BFGS + RFO (G < 0.15)
137346881,OWE,177.68715067131956,opt,BFGS + RFO (G < 0.15)
137330096,PAR,102.04991728590035,opt,BFGS + RFO (G < 0.15)
137358584,PAR,113.22364849076988,MD,CG + RFO (G < 0.10)
137358584,PAR,104.31045679602202,opt,CG + RFO (G < 0.10)
137330096,PAR,117.2373541270121,MD,BFGS + RFO (G < 0.15)
137318352,PAR,102.04992223559707,opt,BFGS + RFO (G < 0.05)
137318352,PAR,117.26354813170782,MD,BFGS + RFO (G < 0.05)
137330221,PCR,179.93644111525344,opt,BFGS + RFO (G < 0.05)
137330221,PCR,192.20351960318197,MD,BFGS + RFO (G < 0.05)
137341384,PCR,193.93294571317136,MD,Lower + RFO
137341015,PCR,192.7826279907192,MD,BFGS + RFO (G < 0.15)
137341015,PCR,181.08583737961015,opt,BFGS + RFO (G < 0.15)
137341384,PCR,180.77637697067559,opt,Lower + RFO
137367394,PCR,189.49724280439932,MD,CG + RFO (G < 0.10)
137367394,PCR,179.3846629492516,opt,CG + RFO (G < 0.10)
137350706,PCS,182.41592021149614,MD,BFGS + RFO (G < 0.05)
137350706,PCS,170.4234232093922,opt,BFGS + RFO (G < 0.05)
137327329,PCS,181.94418780825765,MD,Lower + RFO
137327329,PCS,172.3695221255208,opt,Lower + RFO
137340574,PCS,170.68310032106385,opt,CG + RFO (G < 0.10)
137340574,PCS,182.1526712284999,MD,CG + RFO (G < 0.10)
137317607,PHI,188.0055606091627,MD,BFGS + RFO (G < 0.05)
137348367,PHI,187.45781333419117,MD,BFGS + RFO (G < 0.15)
137345572,PHI,175.43063839797867,opt,CG + RFO (G < 0.10)
137345572,PHI,187.80107888695574,MD,CG + RFO (G < 0.10)
137348367,PHI,175.43063830752368,opt,BFGS + RFO (G < 0.15)
137317607,PHI,175.43063857888865,opt,BFGS + RFO (G < 0.05)
137330069,PHI,175.43063830752368,opt,Lower + RFO
137330069,PHI,186.98254706933741,MD,Lower + RFO
137330206,PON,163.83609422455993,MD,Lower + RFO
137336836,PON,161.6764900639838,opt,BFGS + RFO (G < 0.05)
137330206,PON,161.67669951752364,opt,Lower + RFO
137336836,PON,170.1165540249152,MD,BFGS + RFO (G < 0.05)
137317545,PON,163.80445186084893,MD,BFGS + RFO (G < 0.15)
137341661,PON,161.67670004015244,opt,CG + RFO (G < 0.10)
137317545,PON,148.67586290027026,opt,BFGS + RFO (G < 0.15)
137341661,PON,165.1693161592953,MD,CG + RFO (G < 0.10)
137332503,POR,174.65445360591914,opt,BFGS + RFO (G < 0.15)
137332503,POR,187.45590088461987,MD,BFGS + RFO (G < 0.15)
137336741,POR,187.46859279485403,MD,Lower + RFO
137366167,POR,187.6016311462034,MD,CG + RFO (G < 0.10)
137366167,POR,172.70263369851727,opt,CG + RFO (G < 0.10)
137336741,POR,174.65445360591914,opt,Lower + RFO
137329339,POR,187.43648120545774,MD,BFGS + RFO (G < 0.05)
137329339,POR,173.38608610675712,opt,BFGS + RFO (G < 0.05)
137356567,POS,176.82231661093306,MD,BFGS + RFO (G < 0.05)
137356567,POS,161.65755586097808,opt,BFGS + RFO (G < 0.05)
137336813,POS,174.62833442591585,MD,BFGS + RFO (G < 0.15)
137355353,POS,161.0328725983268,opt,CG + RFO (G < 0.10)
137355353,POS,174.63134790047096,MD,CG + RFO (G < 0.10)
137336813,POS,159.9554750324865,opt,BFGS + RFO (G < 0.15)
137358509,POS,176.8468475562909,MD,Lower + RFO
137358509,POS,161.76730793792348,opt,Lower + RFO
137330677,PSI,150.1170024065134,opt,CG + RFO (G < 0.10)
137326289,PSI,151.79004797423104,opt,BFGS + RFO (G < 0.05)
137336418,PSI,162.49698732799882,MD,Lower + RFO
137336418,PSI,151.79003230876793,opt,Lower + RFO
137330677,PSI,162.32942169741258,MD,CG + RFO (G < 0.10)
137326289,PSI,162.53559228088048,MD,BFGS + RFO (G < 0.05)
137317668,PUN,143.09514517404,MD,BFGS + RFO (G < 0.05)
137317668,PUN,127.92782411977998,opt,BFGS + RFO (G < 0.05)
137315473,PUN,143.17954878766213,MD,BFGS + RFO (G < 0.15)
137315473,PUN,127.92782414658146,opt,BFGS + RFO (G < 0.15)
137342451,PUN,127.92782414658146,opt,CG + RFO (G < 0.10)
137342451,PUN,143.1229885722139,MD,CG + RFO (G < 0.10)
137329607,PUN,143.1397358371831,MD,Lower + RFO
137329607,PUN,128.12351360050036,opt,Lower + RFO
137367041,PWO,154.9804826649277,opt,BFGS + RFO (G < 0.05)
137318979,PWO,169.50741132845803,MD,CG + RFO (G < 0.10)
137318979,PWO,155.26701505920235,opt,CG + RFO (G < 0.10)
137367041,PWO,169.6098017290865,MD,BFGS + RFO (G < 0.05)
137364169,PWO,169.52721077602314,MD,Lower + RFO
137363054,PWO,154.98044879858188,opt,BFGS + RFO (G < 0.15)
137364169,PWO,154.9804829543837,opt,Lower + RFO
137363054,PWO,170.08432557848343,MD,BFGS + RFO (G < 0.15)
137369276,PWW,153.13580152366083,opt,BFGS + RFO (G < 0.05)
137369276,PWW,168.20304976504946,MD,BFGS + RFO (G < 0.05)
137345377,PWW,153.1358016683888,opt,CG + RFO (G < 0.10)
137345377,PWW,168.21453687679568,MD,CG + RFO (G < 0.10)
137356121,PWW,168.2491020226204,MD,Lower + RFO
137356121,PWW,153.26479546814772,opt,Lower + RFO
137356299,PWW,168.18596113694258,MD,BFGS + RFO (G < 0.15)
137356299,PWW,153.2647931283788,opt,BFGS + RFO (G < 0.15)
137350800,RHO,185.4720031525299,MD,CG + RFO (G < 0.10)
137346955,RHO,170.30279160903893,opt,Lower + RFO
137346955,RHO,182.69205990227874,MD,Lower + RFO
137350800,RHO,170.30279160903893,opt,CG + RFO (G < 0.10)
137316000,RHO,170.30279160903893,opt,BFGS + RFO (G < 0.15)
137316000,RHO,185.46477789276642,MD,BFGS + RFO (G < 0.15)
137370798,RHO,170.30279160903893,opt,BFGS + RFO (G < 0.05)
137370798,RHO,185.4720031525299,MD,BFGS + RFO (G < 0.05)
137340426,RON,128.66242785670636,MD,BFGS + RFO (G < 0.15)
137340426,RON,113.4713644863538,opt,BFGS + RFO (G < 0.15)
137334742,RON,116.93234346334961,opt,Lower + RFO
137334742,RON,131.35133881718758,MD,Lower + RFO
137369928,RON,113.4713644863538,opt,BFGS + RFO (G < 0.05)
137369928,RON,128.66242785670636,MD,BFGS + RFO (G < 0.05)
137315140,RON,131.55068881343956,MD,CG + RFO (G < 0.10)
137315140,RON,116.88565646228727,opt,CG + RFO (G < 0.10)
137337795,RRO,181.43643716988242,MD,CG + RFO (G < 0.10)
137337795,RRO,169.45181641032372,opt,CG + RFO (G < 0.10)
137344676,RRO,182.24608530413965,MD,BFGS + RFO (G < 0.05)
137344676,RRO,171.72819478908858,opt,BFGS + RFO (G < 0.05)
137369403,RRO,182.2071531402518,MD,Lower + RFO
137369403,RRO,171.7282087258564,opt,Lower + RFO
137336737,RRO,169.9859852771805,opt,BFGS + RFO (G < 0.15)
137336737,RRO,181.43665970390768,MD,BFGS + RFO (G < 0.15)
137331300,RSN,183.6446238667994,MD,Lower + RFO
137331300,RSN,172.93318392521692,opt,Lower + RFO
137331338,RSN,173.5432548150989,opt,BFGS + RFO (G < 0.15)
137331338,RSN,183.67538073894505,MD,BFGS + RFO (G < 0.15)
137358493,RSN,185.76177903043995,MD,CG + RFO (G < 0.10)
137358493,RSN,174.14670871521753,opt,CG + RFO (G < 0.10)
137333253,RSN,174.12783275684575,opt,BFGS + RFO (G < 0.05)
137333253,RSN,183.66867183355143,MD,BFGS + RFO (G < 0.05)
137354133,RTE,182.14890832834985,opt,BFGS + RFO (G < 0.05)
137354133,RTE,192.88000642866695,MD,BFGS + RFO (G < 0.05)
137350696,RTE,182.14878768150282,opt,Lower + RFO
137350467,RTE,182.14889228766611,opt,BFGS + RFO (G < 0.15)
137350467,RTE,193.44002667937812,MD,BFGS + RFO (G < 0.15)
137338004,RTE,182.14888384520094,opt,CG + RFO (G < 0.10)
137338004,RTE,193.0562710428922,MD,CG + RFO (G < 0.10)
137350696,RTE,192.9284641936842,MD,Lower + RFO
137358645,RTH,174.6033947074519,opt,Lower + RFO
137360456,RTH,184.23160242198765,MD,BFGS + RFO (G < 0.15)
137371815,RTH,189.20199466741659,MD,BFGS + RFO (G < 0.05)
137371815,RTH,174.6033946471486,opt,BFGS + RFO (G < 0.05)
137360456,RTH,169.06548591907867,opt,BFGS + RFO (G < 0.15)
137358645,RTH,186.2408398816633,MD,Lower + RFO
137348654,RUT,184.60885130010237,MD,BFGS + RFO (G < 0.15)
137318718,RUT,184.62116298856313,MD,BFGS + RFO (G < 0.05)
137348654,RUT,169.42738469345727,opt,BFGS + RFO (G < 0.15)
137318718,RUT,170.74150963002722,opt,BFGS + RFO (G < 0.05)
137317748,RUT,171.81030529377037,opt,Lower + RFO
137317748,RUT,185.57852417600094,MD,Lower + RFO
137355064,RWR,189.084243575394,opt,CG + RFO (G < 0.10)
137355064,RWR,202.65798368297797,MD,CG + RFO (G < 0.10)
137361992,RWR,187.75669379258153,opt,BFGS + RFO (G < 0.05)
137361992,RWR,202.67998205448305,MD,BFGS + RFO (G < 0.05)
137343687,RWR,187.73458707701113,opt,Lower + RFO
137343687,RWR,202.72546221184518,MD,Lower + RFO
137326966,RWY,63.66350766219676,opt,Lower + RFO
137326966,RWY,78.74245257037093,MD,Lower + RFO
137355316,RWY,78.742284891566,MD,CG + RFO (G < 0.10)
137321897,RWY,63.66350766219676,opt,BFGS + RFO (G < 0.05)
137355316,RWY,63.66350778280341,opt,CG + RFO (G < 0.10)
137321897,RWY,78.74235140377166,MD,BFGS + RFO (G < 0.05)
137315653,RWY,78.7423327160025,MD,BFGS + RFO (G < 0.15)
137315653,RWY,63.66350768229786,opt,BFGS + RFO (G < 0.15)
137319741,SAF,163.35017735347338,MD,BFGS + RFO (G < 0.05)
137319741,SAF,148.0465941930837,opt,BFGS + RFO (G < 0.05)
137341735,SAF,163.33996566280038,MD,Lower + RFO
137341735,SAF,148.40159529923494,opt,Lower + RFO
137354016,SAF,162.81085257325176,MD,CG + RFO (G < 0.10)
137354016,SAF,147.57891744461313,opt,CG + RFO (G < 0.10)
137322663,SAO,145.44159110024668,MD,Lower + RFO
137322663,SAO,130.36776364789623,opt,Lower + RFO
137344892,SAO,130.3677636134372,opt,CG + RFO (G < 0.10)
137370815,SAO,130.3677636134372,opt,BFGS + RFO (G < 0.15)
137370815,SAO,145.44158931628334,MD,BFGS + RFO (G < 0.15)
137333707,SAO,130.3677637168143,opt,BFGS + RFO (G < 0.05)
137333707,SAO,145.44161722557865,MD,BFGS + RFO (G < 0.05)
137344892,SAO,145.4416032665419,MD,CG + RFO (G < 0.10)
137334924,SAS,201.34576570954064,MD,CG + RFO (G < 0.10)
137345000,SAS,199.57892848068266,MD,Lower + RFO
137334924,SAS,188.51992815971187,opt,CG + RFO (G < 0.10)
137345000,SAS,188.5199279184986,opt,Lower + RFO
137368949,SAS,188.5199279184986,opt,BFGS + RFO (G < 0.05)
137368949,SAS,202.89290569122406,MD,BFGS + RFO (G < 0.05)
137348158,SAT,173.12341647788762,opt,BFGS + RFO (G < 0.15)
137348158,SAT,186.74122698887675,MD,BFGS + RFO (G < 0.15)
137344489,SAT,187.78337454475763,MD,CG + RFO (G < 0.10)
137358197,SAT,186.5859784379115,MD,BFGS + RFO (G < 0.05)
137315032,SAT,187.78241038458825,MD,Lower + RFO
137344489,SAT,173.1235085945628,opt,CG + RFO (G < 0.10)
137315032,SAT,173.12350852755912,opt,Lower + RFO
137358197,SAT,173.1234530887047,opt,BFGS + RFO (G < 0.05)
137364982,SAV,169.36195999748082,opt,CG + RFO (G < 0.10)
137364982,SAV,184.50582062532715,MD,CG + RFO (G < 0.10)
137332057,SAV,169.1502537466158,opt,BFGS + RFO (G < 0.15)
137332057,SAV,184.53379348350813,MD,BFGS + RFO (G < 0.15)
137358291,SAV,169.2578285620549,opt,Lower + RFO
137330401,SAV,169.15033330679918,opt,BFGS + RFO (G < 0.05)
137330401,SAV,184.5217985536636,MD,BFGS + RFO (G < 0.05)
137358291,SAV,184.53481932472403,MD,Lower + RFO
137373012,SBE,153.08206777630528,MD,BFGS + RFO (G < 0.05)
137373012,SBE,137.96442883264893,opt,BFGS + RFO (G < 0.05)
137320626,SBE,137.96443015178411,opt,Lower + RFO
137320626,SBE,153.08168309903746,MD,Lower + RFO
137373293,SBN,182.78668256959236,MD,CG + RFO (G < 0.10)
137373293,SBN,167.77481989756865,opt,CG + RFO (G < 0.10)
139586851,SBN,167.7748184502889,opt,BFGS + RFO (G < 0.05)
137323218,SBS,140.2426890533107,MD,BFGS + RFO (G < 0.15)
137328955,SBS,125.09776464538135,opt,BFGS + RFO (G < 0.05)
137328955,SBS,140.24270307987453,MD,BFGS + RFO (G < 0.05)
137323218,SBS,125.09776467553299,opt,BFGS + RFO (G < 0.15)
137368428,SBS,140.24270405114146,MD,CG + RFO (G < 0.10)
137368428,SBS,125.09776472578578,opt,CG + RFO (G < 0.10)
137329924,SBS,140.2426923596517,MD,Lower + RFO
137329924,SBS,125.09776472578578,opt,Lower + RFO
137370024,SBT,125.74168680195031,opt,Lower + RFO
137321319,SBT,140.88604717543072,MD,CG + RFO (G < 0.10)
137321319,SBT,125.74166302234015,opt,CG + RFO (G < 0.10)
137341808,SBT,140.8861804163918,MD,BFGS + RFO (G < 0.05)
137341808,SBT,125.74168680195031,opt,BFGS + RFO (G < 0.05)
137335678,SBT,125.7416867818492,opt,BFGS + RFO (G < 0.15)
