ID,Framework,Total Energy (kJ/mol Si),Method,Optimizer
137366124,EDI,187.45536820334522,opt,Lower + RFO
137321077,EDI,187.45536820334522,opt,BFGS + RFO (G < 0.15)
137334467,EEI,204.48286336791298,MD,CG + RFO (G < 0.10)
137334467,EEI,193.36432422822796,opt,CG + RFO (G < 0.10)
137348911,EEI,206.77745901376147,MD,Lower + RFO
137348911,EEI,195.36879431515374,opt,Lower + RFO
137323003,EMT,123.43296440119019,opt,Lower + RFO
137316146,EMT,123.43286847870532,opt,BFGS + RFO (G < 0.15)
137322334,EMT,123.43297069283683,opt,CG + RFO (G < 0.10)
137322334,EMT,138.55914716085317,MD,CG + RFO (G < 0.10)
137323003,EMT,138.55918373883404,MD,Lower + RFO
137316146,EMT,138.55922497454773,MD,BFGS + RFO (G < 0.15)
137344501,EMT,123.43296903449544,opt,BFGS + RFO (G < 0.05)
137344501,EMT,138.55917822762365,MD,BFGS + RFO (G < 0.05)
137315449,EON,188.20890517870686,MD,BFGS + RFO (G < 0.05)
137315449,EON,172.8740197781257,opt,BFGS + RFO (G < 0.05)
137344360,EON,188.13864273548526,MD,CG + RFO (G < 0.10)
137344360,EON,175.11993241989944,opt,CG + RFO (G < 0.10)
137326238,EON,175.44775597847251,opt,BFGS + RFO (G < 0.15)
137326238,EON,188.24536628976554,MD,BFGS + RFO (G < 0.15)
137335462,EPI,184.89647117924346,opt,CG + RFO (G < 0.10)
137335462,EPI,200.5874143160047,MD,CG + RFO (G < 0.10)
139604794,EPI,184.89642470548299,opt,BFGS + RFO (G < 0.05)
137337778,EPI,200.3275333465918,MD,BFGS + RFO (G < 0.15)
137337778,EPI,186.1625266892263,opt,BFGS + RFO (G < 0.15)
137371783,ERI,187.80177968727656,MD,CG + RFO (G < 0.10)
137331383,ERI,190.2172476881851,MD,BFGS + RFO (G < 0.15)
137371783,ERI,172.747713338307,opt,CG + RFO (G < 0.10)
137331383,ERI,174.99738586811188,opt,BFGS + RFO (G < 0.15)
137315351,ERI,179.3410010549777,opt,BFGS + RFO (G < 0.05)
137315351,ERI,191.85423638577046,MD,BFGS + RFO (G < 0.05)
137336946,ESV,169.95233583566304,opt,BFGS + RFO (G < 0.05)
137336946,ESV,179.07889952223877,MD,BFGS + RFO (G < 0.05)
137342774,ESV,169.95233583566304,opt,BFGS + RFO (G < 0.15)
137346159,ESV,172.78783287872537,MD,Lower + RFO
137346159,ESV,169.95233583566304,opt,Lower + RFO
137342774,ESV,179.3150373680354,MD,BFGS + RFO (G < 0.15)
137327798,ESV,169.95233583566304,opt,CG + RFO (G < 0.10)
137327798,ESV,179.39578347841808,MD,CG + RFO (G < 0.10)
137343289,ETL,205.146119658183,MD,CG + RFO (G < 0.10)
137343289,ETL,193.63080028368168,opt,CG + RFO (G < 0.10)
137322063,ETL,204.51010868569534,MD,BFGS + RFO (G < 0.05)
137322063,ETL,189.24915510135165,opt,BFGS + RFO (G < 0.05)
137372299,ETL,204.50569620403203,MD,Lower + RFO
137372299,ETL,189.2491552219583,opt,Lower + RFO
137320251,ETR,107.94968658043176,opt,CG + RFO (G < 0.10)
137320251,ETR,123.04084845735883,MD,CG + RFO (G < 0.10)
137343268,ETR,107.94967733392231,opt,Lower + RFO
137343268,ETR,123.04132069390863,MD,Lower + RFO
137356507,ETR,123.04083939073884,MD,BFGS + RFO (G < 0.05)
137356507,ETR,107.94968647992623,opt,BFGS + RFO (G < 0.05)
137330007,ETR,123.04087486252251,MD,BFGS + RFO (G < 0.15)
137330007,ETR,107.94968660053286,opt,BFGS + RFO (G < 0.15)
137367865,EUO,204.46119519494917,MD,BFGS + RFO (G < 0.15)
137367865,EUO,190.6620471625863,opt,BFGS + RFO (G < 0.15)
137351358,EUO,202.99354061471212,MD,CG + RFO (G < 0.10)
137351358,EUO,192.68795764438303,opt,CG + RFO (G < 0.10)
137355032,EUO,190.72477232673194,opt,BFGS + RFO (G < 0.05)
137355032,EUO,203.5335988189023,MD,BFGS + RFO (G < 0.05)
137320345,EUO,203.77524630959599,MD,Lower + RFO
137320345,EUO,190.2590767319274,opt,Lower + RFO
137361854,EWS,168.2125295486234,MD,BFGS + RFO (G < 0.05)
137331557,EWS,153.14039573629915,opt,BFGS + RFO (G < 0.15)
137331557,EWS,166.31719062156145,MD,BFGS + RFO (G < 0.15)
137361854,EWS,153.8777695160893,opt,BFGS + RFO (G < 0.05)
137369002,EWS,167.4458994412004,MD,Lower + RFO
137369002,EWS,153.2300864557132,opt,Lower + RFO
137366943,EWS,165.77417819434748,MD,CG + RFO (G < 0.10)
137366943,EWS,150.93790406362558,opt,CG + RFO (G < 0.10)
137347240,EWT,124.19915191582432,opt,CG + RFO (G < 0.10)
137347240,EWT,139.30418698225998,MD,CG + RFO (G < 0.10)
137321277,EWT,143.19556776996197,MD,BFGS + RFO (G < 0.15)
137321277,EWT,130.62884469222476,opt,BFGS + RFO (G < 0.15)
137334548,EWT,142.48277638786737,MD,Lower + RFO
137349589,EWT,140.4483683771854,MD,BFGS + RFO (G < 0.05)
137349589,EWT,127.9136791580627,opt,BFGS + RFO (G < 0.05)
137334548,EWT,127.9136791580627,opt,Lower + RFO
137364010,EZT,136.19682074060495,opt,Lower + RFO
137337822,EZT,136.19690785880476,opt,BFGS + RFO (G < 0.05)
137337822,EZT,151.3521543917006,MD,BFGS + RFO (G < 0.05)
137364010,EZT,151.36218027029807,MD,Lower + RFO
137369435,FAR,205.25122675529295,opt,Lower + RFO
137363715,FAR,205.27583270473022,opt,BFGS + RFO (G < 0.05)
137363715,FAR,209.84259004221875,MD,BFGS + RFO (G < 0.05)
137369435,FAR,207.20537369562413,MD,Lower + RFO
137360211,FAR,207.47402934276548,MD,BFGS + RFO (G < 0.15)
137360211,FAR,204.14179206231216,opt,BFGS + RFO (G < 0.15)
137317011,FAU,123.2043187158963,opt,BFGS + RFO (G < 0.05)
137317011,FAU,138.3374891339953,MD,BFGS + RFO (G < 0.05)
137346684,FAU,123.2043187158963,opt,CG + RFO (G < 0.10)
137346684,FAU,138.3374908107474,MD,CG + RFO (G < 0.10)
137355245,FAU,138.3374888297829,MD,Lower + RFO
137355245,FAU,123.2043187158963,opt,Lower + RFO
137363293,FER,215.14913719694528,MD,CG + RFO (G < 0.10)
137363293,FER,201.39171065177268,opt,CG + RFO (G < 0.10)
139604763,FER,201.3917339422559,opt,BFGS + RFO (G < 0.05)
137343980,FRA,197.3737250518191,MD,BFGS + RFO (G < 0.15)
137343980,FRA,182.91051717922232,opt,BFGS + RFO (G < 0.15)
137354302,FRA,197.37380998357696,MD,BFGS + RFO (G < 0.05)
137354302,FRA,182.91051717922232,opt,BFGS + RFO (G < 0.05)
137367785,FRA,197.372511778317,MD,Lower + RFO
137367785,FRA,182.91051730786938,opt,Lower + RFO
137321237,FRA,196.6375941872094,MD,CG + RFO (G < 0.10)
137321237,FRA,181.28963470903278,opt,CG + RFO (G < 0.10)
137373439,GIS,186.80253129740777,opt,CG + RFO (G < 0.10)
137360124,GIS,186.80252991043136,opt,BFGS + RFO (G < 0.15)
137328361,GIS,202.24913533771618,MD,Lower + RFO
137360124,GIS,201.93094752009463,MD,BFGS + RFO (G < 0.15)
137328361,GIS,187.02849303257932,opt,Lower + RFO
137373439,GIS,201.84563782652842,MD,CG + RFO (G < 0.10)
137317137,GIS,187.02849315318596,opt,BFGS + RFO (G < 0.05)
137317137,GIS,201.98751550530645,MD,BFGS + RFO (G < 0.05)
137343317,GIU,209.60048233142987,MD,Lower + RFO
137333635,GIU,206.6950826800333,MD,BFGS + RFO (G < 0.05)
137346675,GIU,203.83543586946453,MD,CG + RFO (G < 0.10)
137333635,GIU,194.4735927570693,opt,BFGS + RFO (G < 0.05)
137343317,GIU,194.47359379227635,opt,Lower + RFO
137346675,GIU,194.48207139415018,opt,CG + RFO (G < 0.10)
137326978,GIU,194.4735927570693,opt,BFGS + RFO (G < 0.15)
137326978,GIU,199.85511812424022,MD,BFGS + RFO (G < 0.15)
137343875,GME,185.03687008021254,MD,Lower + RFO
137369087,GME,170.03801182118517,opt,BFGS + RFO (G < 0.05)
137369087,GME,185.04860520966133,MD,BFGS + RFO (G < 0.05)
137343875,GME,170.03801190158958,opt,Lower + RFO
137322204,GME,185.05057250744687,MD,CG + RFO (G < 0.10)
137322204,GME,170.03801182118517,opt,CG + RFO (G < 0.10)
137345180,GME,184.99917187126553,MD,BFGS + RFO (G < 0.15)
137345180,GME,170.03801182118517,opt,BFGS + RFO (G < 0.15)
137323893,GON,155.40177839742427,opt,BFGS + RFO (G < 0.05)
137323893,GON,156.92932397470778,MD,BFGS + RFO (G < 0.05)
137325090,GON,152.00702695229742,MD,Lower + RFO
137325090,GON,156.00105388033282,opt,Lower + RFO
137331687,GOO,146.9244206113319,opt,BFGS + RFO (G < 0.05)
137350298,GOO,146.9244206113319,opt,CG + RFO (G < 0.10)
137350298,GOO,162.19120773829002,MD,CG + RFO (G < 0.10)
137331687,GOO,162.12938941726674,MD,BFGS + RFO (G < 0.05)
137362111,GOO,162.12938941726674,MD,BFGS + RFO (G < 0.15)
137362111,GOO,146.9244206113319,opt,BFGS + RFO (G < 0.15)
137350475,HEU,159.14826726823998,opt,Lower + RFO
137350475,HEU,174.04492459697133,MD,Lower + RFO
137357967,HEU,159.14826726823998,opt,BFGS + RFO (G < 0.05)
137366906,HEU,158.15704038455215,opt,CG + RFO (G < 0.10)
137357967,HEU,173.8379059859834,MD,BFGS + RFO (G < 0.05)
137366906,HEU,173.0932174967289,MD,CG + RFO (G < 0.10)
137324599,IFO,128.43421191268726,opt,Lower + RFO
137324599,IFO,143.53331965574642,MD,Lower + RFO
137366696,IFO,128.43421200314222,opt,BFGS + RFO (G < 0.15)
137366696,IFO,143.5295923424446,MD,BFGS + RFO (G < 0.15)
137364741,IFO,143.54709134577573,MD,CG + RFO (G < 0.10)
137364741,IFO,128.43421197299057,opt,CG + RFO (G < 0.10)
137334353,IFO,143.0329104201629,MD,BFGS + RFO (G < 0.05)
137334353,IFO,127.92383257251551,opt,BFGS + RFO (G < 0.05)
137349358,IFR,150.279552967148,MD,CG + RFO (G < 0.10)
137349358,IFR,135.20896298008913,opt,CG + RFO (G < 0.10)
137351593,IFR,150.2775691082445,MD,Lower + RFO
137350699,IFR,150.27901595108864,MD,BFGS + RFO (G < 0.15)
137337415,IFR,135.20896298008913,opt,BFGS + RFO (G < 0.05)
137337415,IFR,150.28155942924457,MD,BFGS + RFO (G < 0.05)
137350699,IFR,135.20896298008913,opt,BFGS + RFO (G < 0.15)
137351593,IFR,135.20896294993744,opt,Lower + RFO
137358664,IFT,128.74676606603046,opt,CG + RFO (G < 0.10)
137358664,IFT,143.88661777632964,MD,CG + RFO (G < 0.10)
137360958,IFT,145.9695037359403,MD,BFGS + RFO (G < 0.15)
137360958,IFT,130.92548215630296,opt,BFGS + RFO (G < 0.15)
137319339,IFT,144.7576097226227,MD,BFGS + RFO (G < 0.05)
137319339,IFT,129.6858947690955,opt,BFGS + RFO (G < 0.05)
137342886,IFT,129.99884774999782,opt,Lower + RFO
137342886,IFT,145.0699537674717,MD,Lower + RFO
139599308,IFU,126.12234112067411,opt,BFGS + RFO (G < 0.15)
137368901,IFU,125.61752245057495,opt,CG + RFO (G < 0.10)
137368901,IFU,140.71722047891566,MD,CG + RFO (G < 0.10)
137357829,IFU,126.38632974178599,opt,Lower + RFO
137357829,IFU,141.66969130880977,MD,Lower + RFO
139621156,IFU,125.6060637400733,opt,BFGS + RFO (G < 0.05)
137333550,IFW,187.53449716758615,MD,BFGS + RFO (G < 0.05)
137333550,IFW,173.12331875132833,opt,BFGS + RFO (G < 0.05)
137338645,IFW,186.6947454811729,MD,BFGS + RFO (G < 0.15)
137338645,IFW,174.26861359174694,opt,BFGS + RFO (G < 0.15)
137367643,IFW,186.7424944204181,MD,Lower + RFO
137367643,IFW,175.18727396820495,opt,Lower + RFO
137317616,IFY,146.49381602380362,opt,CG + RFO (G < 0.10)
137317616,IFY,160.98971895378327,MD,CG + RFO (G < 0.10)
137373417,IFY,148.20492072689092,opt,BFGS + RFO (G < 0.15)
137373417,IFY,161.1062980675696,MD,BFGS + RFO (G < 0.15)
137315613,IFY,160.94106008361595,MD,BFGS + RFO (G < 0.05)
137315613,IFY,146.59249995859923,opt,BFGS + RFO (G < 0.05)
137325971,IHW,165.72857047831445,opt,BFGS + RFO (G < 0.05)
137325971,IHW,180.33187976396243,MD,BFGS + RFO (G < 0.05)
137339170,IHW,180.00285269188487,MD,CG + RFO (G < 0.10)
137339170,IHW,165.81638699344057,opt,CG + RFO (G < 0.10)
137338330,IRN,193.52044483910583,MD,CG + RFO (G < 0.10)
137338330,IRN,179.02334651639592,opt,CG + RFO (G < 0.10)
137315805,IRN,193.44179556098015,MD,BFGS + RFO (G < 0.05)
137315805,IRN,180.1120557984633,opt,BFGS + RFO (G < 0.05)
137354095,IRN,180.08284575003879,opt,Lower + RFO
137361840,IRN,181.1101848967246,opt,BFGS + RFO (G < 0.15)
137361840,IRN,194.6820499332738,MD,BFGS + RFO (G < 0.15)
137354095,IRN,194.92805160887852,MD,Lower + RFO
137320795,IRR,136.90184244995038,MD,Lower + RFO
139612238,IRR,123.08514273724063,opt,BFGS + RFO (G < 0.05)
137320795,IRR,123.09229434018157,opt,Lower + RFO
137328422,IRR,136.85635117587248,MD,BFGS + RFO (G < 0.15)
137328422,IRR,123.07748705418891,opt,BFGS + RFO (G < 0.15)
137371244,IRR,137.54116260346402,MD,CG + RFO (G < 0.10)
137371244,IRR,122.46637711847605,opt,CG + RFO (G < 0.10)
137361250,IRY,116.91550468215752,opt,Lower + RFO
137361250,IRY,131.97273006648754,MD,Lower + RFO
137354478,IRY,116.91550477025281,opt,CG + RFO (G < 0.10)
137354478,IRY,131.97269554760592,MD,CG + RFO (G < 0.10)
137359927,IRY,116.91550473249771,opt,BFGS + RFO (G < 0.05)
137359927,IRY,131.97262335545597,MD,BFGS + RFO (G < 0.05)
137322550,ISV,164.68255689576534,opt,BFGS + RFO (G < 0.15)
137322550,ISV,179.8329263963007,MD,BFGS + RFO (G < 0.15)
137328645,ISV,182.39829416083032,MD,Lower + RFO
137328645,ISV,170.8994036801317,opt,Lower + RFO
137336941,ISV,165.29986830338896,opt,CG + RFO (G < 0.10)
137336941,ISV,180.46056270375217,MD,CG + RFO (G < 0.10)
137319761,ISV,163.84250681479497,opt,BFGS + RFO (G < 0.05)
137319761,ISV,179.2062122731087,MD,BFGS + RFO (G < 0.05)
137362523,ITE,166.8677912148943,opt,BFGS + RFO (G < 0.05)
137362523,ITE,181.6874218119987,MD,BFGS + RFO (G < 0.05)
137361037,ITE,180.9787788230596,MD,Lower + RFO
137373192,ITE,181.56483522142278,MD,BFGS + RFO (G < 0.15)
137373192,ITE,166.539032305558,opt,BFGS + RFO (G < 0.15)
137361037,ITE,165.78323190587747,opt,Lower + RFO
137353446,ITE,180.97866052445218,MD,CG + RFO (G < 0.10)
137353446,ITE,165.78314200869957,opt,CG + RFO (G < 0.10)
137344037,ITG,174.24880511124246,MD,BFGS + RFO (G < 0.15)
137344037,ITG,159.06832770996655,opt,BFGS + RFO (G < 0.15)
137356446,ITG,174.8464174505705,MD,CG + RFO (G < 0.10)
137356446,ITG,159.67363846998896,opt,CG + RFO (G < 0.10)
137350366,ITG,161.2419199428957,opt,BFGS + RFO (G < 0.05)
137350366,ITG,174.149723681342,MD,BFGS + RFO (G < 0.05)
137348918,ITG,161.2419606562531,opt,Lower + RFO
137348918,ITG,173.97265440398084,MD,Lower + RFO
139588997,ITH,164.31605511470536,opt,Lower + RFO
137352008,ITH,163.94988412321314,opt,CG + RFO (G < 0.10)
137352008,ITH,179.26589243152856,MD,CG + RFO (G < 0.10)
137358295,ITH,179.0102101055688,MD,BFGS + RFO (G < 0.05)
137358295,ITH,163.949884019836,opt,BFGS + RFO (G < 0.05)
137355265,ITH,163.17766071024522,opt,BFGS + RFO (G < 0.15)
137355265,ITH,177.87251890809895,MD,BFGS + RFO (G < 0.15)
137338557,ITN,160.3942324780769,opt,BFGS + RFO (G < 0.05)
137338557,ITN,174.4784669626221,MD,BFGS + RFO (G < 0.05)
137340474,ITN,173.9907527870323,MD,Lower + RFO
137340474,ITN,160.39422727497308,opt,Lower + RFO
137347595,ITR,167.53609011754398,opt,Lower + RFO
137347595,ITR,180.74423705541545,MD,Lower + RFO
137331139,ITR,167.36071657248814,opt,BFGS + RFO (G < 0.05)
137331139,ITR,180.80161480543805,MD,BFGS + RFO (G < 0.05)
137369288,ITT,139.7714302195073,opt,BFGS + RFO (G < 0.05)
137369288,ITT,153.60590607920676,MD,BFGS + RFO (G < 0.05)
137363002,ITT,138.81244036865058,opt,BFGS + RFO (G < 0.15)
137363002,ITT,153.6157256351747,MD,BFGS + RFO (G < 0.15)
137315709,ITT,154.05229719263878,MD,CG + RFO (G < 0.10)
137315709,ITT,139.30284957667138,opt,CG + RFO (G < 0.10)
137353626,ITT,153.6833326490529,MD,Lower + RFO
137353626,ITT,138.8013879337684,opt,Lower + RFO
137368231,ITW,171.52366642258943,opt,BFGS + RFO (G < 0.15)
137343335,ITW,171.52366634218498,opt,BFGS + RFO (G < 0.05)
137343335,ITW,186.6478162613891,MD,BFGS + RFO (G < 0.05)
137368231,ITW,186.6171468102554,MD,BFGS + RFO (G < 0.15)
137371785,ITW,186.651781435353,MD,Lower + RFO
137371785,ITW,171.5220989382288,opt,Lower + RFO
137355893,IWR,170.9764721880296,MD,CG + RFO (G < 0.10)
137368555,IWR,156.1362306908693,opt,BFGS + RFO (G < 0.15)
137355893,IWR,155.81796632996634,opt,CG + RFO (G < 0.10)
137368555,IWR,169.37140863216302,MD,BFGS + RFO (G < 0.15)
137317961,IWR,152.58412687147066,opt,BFGS + RFO (G < 0.05)
137369705,IWR,166.7201070409559,MD,Lower + RFO
137369705,IWR,153.60736722305617,opt,Lower + RFO
137317961,IWR,166.7196635021359,MD,BFGS + RFO (G < 0.05)
137345083,IWS,169.84931720077938,MD,BFGS + RFO (G < 0.15)
137363537,IWS,169.74409488961868,MD,BFGS + RFO (G < 0.05)
137363537,IWS,154.79051261868926,opt,BFGS + RFO (G < 0.05)
137345083,IWS,154.9053732791776,opt,BFGS + RFO (G < 0.15)
137344397,IWV,179.89082801013043,MD,CG + RFO (G < 0.10)
139621159,IWV,171.56127254141595,opt,BFGS + RFO (G < 0.05)
137344397,IWV,167.94437194604816,opt,CG + RFO (G < 0.10)
137351504,IWV,168.71017294001325,opt,Lower + RFO
137351504,IWV,181.1722591325016,MD,Lower + RFO
137322326,IWW,175.22042346447085,MD,BFGS + RFO (G < 0.15)
137322326,IWW,160.02245967012232,opt,BFGS + RFO (G < 0.15)
137369977,IWW,158.98576440678067,opt,CG + RFO (G < 0.10)
137345214,IWW,160.46276379292547,opt,Lower + RFO
137345214,IWW,174.9771892665982,MD,Lower + RFO
137369983,IWW,174.9694340219106,MD,BFGS + RFO (G < 0.05)
137369983,IWW,160.4627615013992,opt,BFGS + RFO (G < 0.05)
137369977,IWW,174.20373421225992,MD,CG + RFO (G < 0.10)
137369031,JBW,197.29361015034908,opt,Lower + RFO
137369031,JBW,212.07518160908202,MD,Lower + RFO
137367847,JNT,136.35955129073767,MD,Lower + RFO
137367847,JNT,121.21957789811546,opt,Lower + RFO
137337300,JNT,121.21957756644719,opt,BFGS + RFO (G < 0.15)
137337300,JNT,136.3530389000395,MD,BFGS + RFO (G < 0.15)
137322516,JNT,121.21957819963207,opt,BFGS + RFO (G < 0.05)
137330259,JNT,121.21958772755703,opt,CG + RFO (G < 0.10)
137330259,JNT,136.34113470197363,MD,CG + RFO (G < 0.10)
137322516,JNT,136.35602766093356,MD,BFGS + RFO (G < 0.05)
137338586,JOZ,138.53021014973496,opt,CG + RFO (G < 0.10)
137338586,JOZ,151.3383727233114,MD,CG + RFO (G < 0.10)
137355717,JOZ,138.5302105839189,opt,BFGS + RFO (G < 0.05)
137327621,JOZ,138.5302105839189,opt,Lower + RFO
137355717,JOZ,151.3507923276488,MD,BFGS + RFO (G < 0.05)
137327621,JOZ,151.35051275991336,MD,Lower + RFO
137348707,JOZ,138.5302103427056,opt,BFGS + RFO (G < 0.15)
137348707,JOZ,151.33973315639696,MD,BFGS + RFO (G < 0.15)
137347140,JRY,184.6963798508031,opt,CG + RFO (G < 0.10)
137350734,JRY,184.66512186484303,opt,BFGS + RFO (G < 0.15)
137347140,JRY,188.89947922918233,MD,CG + RFO (G < 0.10)
137350734,JRY,188.7318050949628,MD,BFGS + RFO (G < 0.15)
137314969,JRY,184.58297925199224,opt,Lower + RFO
137314969,JRY,188.99588236755,MD,Lower + RFO
137326057,JRY,189.6923523154385,MD,BFGS + RFO (G < 0.05)
137326057,JRY,184.66512214625854,opt,BFGS + RFO (G < 0.05)
137350875,JSN,162.35394552691966,MD,Lower + RFO
137350875,JSN,147.27768866030027,opt,Lower + RFO
137326521,JSN,147.27768835878365,opt,BFGS + RFO (G < 0.05)
137326521,JSN,162.52259662760497,MD,BFGS + RFO (G < 0.05)
137329575,JSN,162.43936371271735,MD,BFGS + RFO (G < 0.15)
137329575,JSN,147.27768805726706,opt,BFGS + RFO (G < 0.15)
137318615,JSN,147.27769022818666,opt,CG + RFO (G < 0.10)
137318615,JSN,162.35999479810135,MD,CG + RFO (G < 0.10)
137360766,JSR,104.85018855543204,MD,BFGS + RFO (G < 0.05)
137360766,JSR,89.78309307853029,opt,BFGS + RFO (G < 0.05)
137338354,JSR,104.85018935716698,MD,CG + RFO (G < 0.10)
137338354,JSR,89.78309308858086,opt,CG + RFO (G < 0.10)
137341656,JSR,104.85016106282788,MD,BFGS + RFO (G < 0.15)
137341656,JSR,89.78309308858086,opt,BFGS + RFO (G < 0.15)
137342981,JST,83.99759148085549,MD,Lower + RFO
137342981,JST,68.99031804714436,opt,Lower + RFO
137356488,JST,68.99031798684103,opt,CG + RFO (G < 0.10)
137356488,JST,83.9970040808117,MD,CG + RFO (G < 0.10)
137329753,JST,68.99031786623439,opt,BFGS + RFO (G < 0.05)
137329705,JST,68.99031784613328,opt,BFGS + RFO (G < 0.15)
137329705,JST,83.99743178168477,MD,BFGS + RFO (G < 0.15)
137329753,JST,83.99754335000446,MD,BFGS + RFO (G < 0.05)
137320754,JSW,151.4672532209402,opt,BFGS + RFO (G < 0.05)
137318950,JSW,166.69239786581616,MD,Lower + RFO
137318950,JSW,151.4673202983358,opt,Lower + RFO
137320754,JSW,166.64064113044492,MD,BFGS + RFO (G < 0.05)
137329356,JSW,166.62833092644337,MD,BFGS + RFO (G < 0.15)
137329356,JSW,151.539714436894,opt,BFGS + RFO (G < 0.15)
137333214,KFI,165.6192226734067,opt,CG + RFO (G < 0.10)
137363038,KFI,180.87544075737466,MD,BFGS + RFO (G < 0.05)
137333214,KFI,180.87397908189737,MD,CG + RFO (G < 0.10)
137363038,KFI,165.61922264325509,opt,BFGS + RFO (G < 0.05)
137349900,KFI,180.87557976279578,MD,BFGS + RFO (G < 0.15)
137349900,KFI,165.61922264325509,opt,BFGS + RFO (G < 0.15)
137318905,KFI,165.61922263320454,opt,Lower + RFO
137318905,KFI,180.8802125370416,MD,Lower + RFO
137337296,LAU,135.72049482730827,opt,CG + RFO (G < 0.10)
137366793,LAU,150.7726734298844,MD,BFGS + RFO (G < 0.15)
137366793,LAU,135.7205139233604,opt,BFGS + RFO (G < 0.15)
137337296,LAU,150.75043924819397,MD,CG + RFO (G < 0.10)
137364498,LAU,135.72052469755394,opt,BFGS + RFO (G < 0.05)
137364498,LAU,150.74262661995726,MD,BFGS + RFO (G < 0.05)
137339918,LEV,194.9183927828318,MD,BFGS + RFO (G < 0.05)
137339918,LEV,183.83778511735596,opt,BFGS + RFO (G < 0.05)
137355321,LEV,183.83774177043443,opt,CG + RFO (G < 0.10)
137340220,LEV,183.79603436669657,opt,Lower + RFO
137340220,LEV,196.77422301213585,MD,Lower + RFO
137355321,LEV,195.08737263804852,MD,CG + RFO (G < 0.10)
137365207,LIO,178.1382492793168,opt,Lower + RFO
137327405,LIO,193.31197663757163,MD,BFGS + RFO (G < 0.05)
137327405,LIO,178.13824957413308,opt,BFGS + RFO (G < 0.05)
137330592,LIO,178.1382492793168,opt,BFGS + RFO (G < 0.15)
137330592,LIO,193.2814758237228,MD,BFGS + RFO (G < 0.15)
137365207,LIO,193.31198108392167,MD,Lower + RFO
137352865,LIT,122.19228440761464,opt,Lower + RFO
137352865,LIT,137.3543449724119,MD,Lower + RFO
137356194,LIT,137.35427444238263,MD,BFGS + RFO (G < 0.05)
137356194,LIT,122.19228417909676,opt,BFGS + RFO (G < 0.05)
137364793,LIT,137.35381603380503,MD,BFGS + RFO (G < 0.15)
137334234,LIT,137.35434694919027,MD,CG + RFO (G < 0.10)
137334234,LIT,122.19228417909676,opt,CG + RFO (G < 0.10)
137364793,LIT,122.19228448378722,opt,BFGS + RFO (G < 0.15)
137319544,LOS,191.4034997370621,opt,BFGS + RFO (G < 0.05)
137319544,LOS,206.51817281438454,MD,BFGS + RFO (G < 0.05)
137371977,LOS,206.49830916259944,MD,Lower + RFO
137371977,LOS,191.403499897871,opt,Lower + RFO
137372684,LOS,191.4034997370621,opt,CG + RFO (G < 0.10)
137372684,LOS,206.4982333095835,MD,CG + RFO (G < 0.10)
137323585,LOV,180.9790523417377,MD,BFGS + RFO (G < 0.15)
137323585,LOV,171.67484532419752,opt,BFGS + RFO (G < 0.15)
137333055,LOV,165.29975298501046,opt,Lower + RFO
137333055,LOV,180.2770806973023,MD,Lower + RFO
137325808,LOV,180.2629490763528,MD,BFGS + RFO (G < 0.05)
137325808,LOV,165.29975250258394,opt,BFGS + RFO (G < 0.05)
137360188,LTA,192.07655619816637,MD,CG + RFO (G < 0.10)
137337992,LTA,177.06098611785652,opt,Lower + RFO
137351995,LTA,177.07050322840212,opt,BFGS + RFO (G < 0.05)
137351995,LTA,192.09787833378164,MD,BFGS + RFO (G < 0.05)
137337992,LTA,192.08955753518424,MD,Lower + RFO
137360188,LTA,177.0609863590698,opt,CG + RFO (G < 0.10)
137318987,LTF,166.19933359517628,opt,Lower + RFO
137318987,LTF,180.56227175728358,MD,Lower + RFO
137357134,LTF,165.15579645598598,opt,BFGS + RFO (G < 0.15)
137357134,LTF,180.38901543559066,MD,BFGS + RFO (G < 0.15)
137359750,LTF,180.48523129683412,MD,CG + RFO (G < 0.10)
137333310,LTF,165.15579645598598,opt,BFGS + RFO (G < 0.05)
137333310,LTF,180.38901543559066,MD,BFGS + RFO (G < 0.05)
137359750,LTF,165.0526728789214,opt,CG + RFO (G < 0.10)
137351122,LTJ,185.22890646119345,MD,CG + RFO (G < 0.10)
137357448,LTJ,180.76788700662067,opt,Lower + RFO
137343368,LTJ,185.22714074410513,MD,BFGS + RFO (G < 0.15)
137343368,LTJ,180.76788730813726,opt,BFGS + RFO (G < 0.15)
137351122,LTJ,180.7678868257107,opt,CG + RFO (G < 0.10)
137357448,LTJ,185.23541994570422,MD,Lower + RFO
137346982,LTJ,180.7678868257107,opt,BFGS + RFO (G < 0.05)
137346982,LTJ,185.2277249368535,MD,BFGS + RFO (G < 0.05)
137354204,LTL,147.19295047502717,MD,CG + RFO (G < 0.10)
137354204,LTL,132.09630647809504,opt,CG + RFO (G < 0.10)
137323195,LTL,146.35025218815542,MD,BFGS + RFO (G < 0.05)
137323195,LTL,131.2204904781748,opt,BFGS + RFO (G < 0.05)
137346587,LTL,146.33191877509506,MD,BFGS + RFO (G < 0.15)
137334978,LTL,132.09630647809504,opt,Lower + RFO
137334978,LTL,147.22484309384524,MD,Lower + RFO
137346587,LTL,131.22048951332167,opt,BFGS + RFO (G < 0.15)
137371318,MAR,219.1666204254814,MD,BFGS + RFO (G < 0.05)
